,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_OC,ari_Sulfur,ari_NOx,ari_VOC,ari_NH3,ari_CH4,ari_N2O,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_Contrails,fscale_CO2,cc_co2_concentration_1750,seed
266409,10.98891098,2.856622931,31.08154623,133.4860785,1.320271682,1.715037158,0.923605864,0.626686582,1.109196032,0.318884071,8.806137754,32.70160465,0.002239588,5.130353683,0.000129231,0.023869073,-0.003807878,-0.001607363,-5.44E-05,-2.71E-05,-0.000537233,-2.03E-06,-3.81E-05,-7.92E-06,0.003435976,0.148293538,1.77E-18,-1.36804868,0.000235142,0.000964039,-0.000162324,0.000133365,0.000114615,-0.000176555,0.990798707,1.02871775,1.125224572,-0.075687055,1.020223983,0.924930369,1.327807577,0,0.046351713,0,1.073201731,280.3485235,107652954
268083,4.429829974,5.476438335,15.82635792,69.00980315,1.153035908,2.08726414,1.24722209,1.824596701,0.654410567,0.326020832,8.554767714,30.77332766,0.007788659,3.240841944,-0.001281208,0.019146629,-0.005214765,-0.004831668,-6.89E-05,-2.33E-05,-0.000507493,-2.46E-06,-3.13E-05,-6.34E-06,0.002042608,1.91E-14,0.017610624,-2.694002314,0.000211029,0.001621133,2.88E-05,0.000271637,-0.00011018,0.000365535,1.212041989,1.108912825,1.053587957,0.419075095,0.963670322,0.788728901,0.996116377,0,1.838069111,0,1.055445358,276.9263919,108320880
274662,6.605925814,3.777276077,24.73781924,124.4061406,1.30120913,1.056560438,1.278760501,0.652191859,1.45374531,0.486042504,5.894458502,34.51421517,0.000670535,2.1912653,0.00417373,0.009833672,-0.004543728,-0.003248195,-8.29E-05,-1.33E-06,-0.000452372,-8.93E-07,-3.13E-05,-6.92E-06,0.049907086,1.57E-39,0.125684088,-0.423136506,0.00015901,0.001894978,-3.11E-05,0.00027493,2.55E-05,0.00062696,1.023680289,1.217034875,0.807060621,-0.074800171,1.141689257,1.134874899,1.026324755,0,0.021810741,0,0.862904167,277.1204807,110945901
275699,7.163117197,4.389295681,7.378245242,122.7424561,1.258826275,1.255164514,0.489975528,0.737319792,1.257812563,0.495365869,6.927062429,34.90470803,0.001412612,2.028970995,0.001837556,0.026136456,-0.00334535,-0.005207328,-6.47E-05,-1.04E-05,-0.000566972,-2.56E-07,-1.83E-05,-7.09E-06,0.015188569,36.58123617,1.93E-17,-0.781608081,0.000226105,0.001521307,-0.000108683,5.29E-05,0.000104789,0.002411007,0.945589321,0.880971182,0.954179056,0.670438095,0.991359649,1.020075935,1.472266768,0,1.432928352,0,0.936165662,279.8899573,111359664
278282,3.459274244,3.933953228,12.48528494,78.53420724,1.630021404,3.118747965,1.05237355,1.151904169,1.047286332,0.395397319,9.059080671,34.95489065,0.003169336,0.320898807,0.001811888,0.002537129,-0.00502991,-0.002862715,-5.30E-05,-1.44E-05,-0.000510916,-3.84E-06,-4.22E-05,-7.94E-06,0.020443796,1.34E-34,0.084619342,-0.409439246,0.00020188,0.001690832,-2.95E-05,7.25E-05,0.000459491,0.000838515,0.860986004,1.000297902,0.856296549,1.661085274,1.338264167,1.031484609,1.182482377,0,1.258870404,0,1.091526631,278.1770939,112390281
278538,2.158181423,4.298511956,20.73237109,144.4102581,1.955840492,2.847326913,1.061624651,0.956156625,1.125574924,0.576601607,9.481636875,33.88074285,0.003390757,2.122653564,0.001861544,0.005409742,-0.004600116,-0.000697451,-8.26E-05,-2.46E-05,-0.000592712,-2.25E-06,-2.37E-05,-6.66E-06,0.080257673,1.84E-38,0.601824308,-0.747714371,0.000226682,0.000957319,-0.000171402,3.36E-05,-0.000194619,0.000394781,1.005249736,0.916265273,1.010787119,1.12947044,0.350612088,1.06182238,0.963912829,0,2.680711065,0,1.12108811,276.2876886,112492425
278647,11.22922396,4.677384613,16.16482122,125.3478956,1.310495326,2.720563435,0.941463022,1.235313015,1.057078364,0.618264218,9.293789003,29.09018774,0.006867333,3.808802219,0.000390465,0.035730832,-0.00645905,-0.002988792,-3.90E-05,-1.31E-05,-0.000554594,-1.06E-06,-3.02E-05,-7.49E-06,3.56E-07,0.000836631,4.51E-08,-220.4892111,0.000254466,0.000755475,-1.66E-05,0.000117058,-0.000274837,0.00111517,0.84331687,1.104192297,0.993523817,1.433944051,0.500691307,1.188518146,1.203691377,0,1.732037353,0,1.108118519,278.5540574,112535916
279701,2.759436823,4.060221896,15.10852745,298.4383367,1.760328985,1.55278646,0.833266011,0.532484654,0.219540413,0.57765267,7.921000839,36.8077653,0.001342124,2.523881034,0.001817191,0.008396118,-0.002594376,-0.004437755,-5.15E-05,-4.65E-06,-0.00048907,-2.94E-06,-2.02E-05,-7.35E-06,0.0120462,5.04E-18,1.762142674,-0.906001925,0.000216504,0.001045294,-2.95E-05,0.000217194,-0.000239547,0.000610017,0.897479444,1.187555828,1.003089886,1.209405731,1.380998055,1.155878919,0.920030342,0,1.036963217,0,1.009654439,274.2916336,112956462
280595,1.080367042,4.305940973,31.46223426,66.34267627,0.970375106,2.562357181,1.375573036,1.484985837,0.450532528,0.467686877,7.612422539,29.89799273,0.007928033,2.213785178,0.000679864,0.002313663,-0.001585937,-0.002169846,-6.75E-05,-3.40E-05,-0.000510562,-2.91E-06,-4.75E-05,-6.04E-06,0.009899267,28.07066406,0.015998903,-0.60357744,0.000292473,0.001180766,-7.22E-05,0.000142586,0.000115787,0.001286322,0.778238993,1.053617235,0.82960373,0.762615104,1.181783231,0.776976032,0.975521565,0,1.198506526,0,0.986915013,277.0173664,113313168
281636,3.588081512,4.79002161,23.6789422,180.8045983,1.294495106,1.522807881,1.367171422,1.201664941,0.847503569,0.550754585,7.809072039,33.02902179,0.004186112,2.936065724,0.001365245,0.022862942,-0.00636723,-0.002612431,-3.91E-05,-1.33E-05,-0.000493872,-1.07E-06,-2.17E-05,-7.18E-06,0.020576582,7.42E-33,0.079693617,-1.206585093,0.000225185,0.001361989,-6.30E-05,4.66E-05,0.000358356,0.002420734,1.087917054,1.10614482,0.828860357,2.142391456,1.538492135,1.073402382,1.413281739,0,0.081557641,0,1.001391722,276.4134277,113728527
283470,22.78187457,3.273977006,5.361505624,33.44825018,1.515394275,5.340595542,0.594964655,1.33121676,2.253297592,0.400664,8.050882457,28.35015635,0.011251669,1.242044548,-0.001514775,-0.002082052,-0.004154227,-0.002755468,-7.33E-05,-1.50E-05,-0.000529097,-2.68E-06,-4.28E-05,-8.19E-06,0.013042441,1.50E-12,0.015832871,-1.017331752,0.000230992,0.001346435,-6.07E-05,0.000172401,0.000225127,0.001194957,1.100287329,0.921722549,1.110049041,2.547991082,0.727727065,0.974418291,0.833142966,0,1.389796316,0,1.018587803,278.8187564,114460293
287777,7.397425298,3.871364577,16.40808047,109.3377372,0.872941829,4.651773345,1.019970198,1.50279988,1.083530405,0.541223134,9.101867188,33.91061955,0.007428644,0.246724954,-0.000454442,0.022349167,0.001128256,-0.004079125,-5.43E-05,-2.08E-05,-0.000524582,-1.95E-06,-1.46E-05,-7.61E-06,0.011135058,5.38E-29,0.017634578,-1.19981057,0.000200693,0.001333821,-3.17E-05,0.000208879,-0.000270586,0.001713713,1.050887725,1.179443356,1.135111808,-0.35775214,1.539284478,0.714725305,0.712621781,0,0.249042795,0,1.094444715,275.3450935,116178786
290747,4.742583761,3.078832675,21.26261986,98.58783688,0.966203947,4.332166094,1.718818855,1.468131889,0.596767636,0.467571846,8.242067851,33.8068068,0.002841558,2.392669477,0.002141489,0.027797835,-0.004213846,-0.00420916,-5.71E-05,-2.47E-05,-0.000491967,-2.53E-06,-4.05E-05,-5.79E-06,0.00047013,5.68E-06,2.82E-27,-10.9183602,0.000222227,0.001058194,6.13E-05,8.54E-05,0.00013157,0.001709284,0.987103742,1.161888684,1.00726298,0.649713587,1.22372042,0.952269297,0.718637573,0,0.762396368,0,1.031967114,276.9578561,117363816
293923,9.303938163,3.885962866,13.7957771,84.03007339,0.853787927,4.940508404,1.112376531,1.475281916,1.140443157,0.507869565,8.649771555,38.81396297,-0.001948948,0.557518543,0.004270598,0.022831137,-0.005253777,-0.003096277,-3.23E-05,-1.30E-05,-0.000561907,-2.85E-06,-5.06E-05,-6.72E-06,0.015530128,50.30646853,1.91E-16,-0.862145202,0.000260763,0.001174613,-0.000124968,0.000296056,6.95E-05,0.002462881,0.770680279,1.012719744,0.954691445,0.910104928,1.090993401,0.890573714,0.597430818,0,0.672361299,0,1.062087267,275.972819,118631040
294667,1.200614253,4.325344676,9.775175513,123.6528053,1.205750697,2.188974387,0.69642458,1.14530506,0.128499207,0.38922188,7.977125254,35.1821574,-0.000675913,1.175970567,0.004497443,0.038047642,-0.003657542,-0.002840343,-7.51E-05,2.88E-07,-0.000549954,-2.28E-06,-1.75E-05,-8.92E-06,0.007778851,1.20E-13,0.015963604,-1.51923027,0.000217118,0.0019667,-0.000164504,0.000125431,3.89E-05,8.53E-06,1.150871768,1.083766571,0.909970196,1.527249966,1.236060935,0.932900283,1.006076148,0,1.36352257,0,1.013788366,279.8989456,118927896
297111,3.555717027,2.366059769,5.521612699,135.9256142,1.20580392,2.87687846,0.996262758,1.423440729,0.800343384,0.371447395,7.974122178,33.35910443,0.005772621,0.765155047,0.000518047,0.006809399,-0.007148858,-0.004246231,-8.09E-05,-3.14E-05,-0.000488935,-2.01E-06,-4.22E-05,-7.12E-06,0.013546775,28.53120136,1.48E-17,-0.644219657,0.000271621,0.001320469,1.36E-05,8.22E-05,-0.000119212,0.000958623,0.986220595,0.898213267,1.153930498,0.606533729,0.649146529,1.116833281,0.989278013,0,0.464188438,0,1.013647574,277.5939261,119903052
297538,6.152163318,3.796770696,4.067075045,123.0557351,1.185110262,2.335316554,0.413118314,0.750417833,0.667345039,0.420754758,7.941376918,34.01734614,0.002236896,-0.318388132,0.005044704,0.026226468,-0.00428061,-0.003271523,-8.52E-05,-3.24E-05,-0.00053045,-2.46E-06,-4.19E-05,-6.75E-06,7.30E-07,5.41E-89,1.20E-05,-5092.372381,0.000213812,0.001134815,-7.02E-05,5.53E-05,-0.000317099,0.000780876,1.021462837,0.939984018,1.147165647,0.47640068,0.884422952,1.046571416,1.202892655,0,2.141475337,0,1.01127721,278.2783888,120073425
298581,1.447627697,4.644342454,24.68237873,51.64866009,0.703332324,1.525704851,1.25156546,1.316846126,0.424528269,0.294741489,5.684538065,31.04164649,0.003664518,4.587624457,0.001440784,0.017272588,-0.004168658,-0.001191037,-4.46E-05,-8.73E-06,-0.000551669,-8.72E-07,-4.28E-05,-5.83E-06,2.33E-07,4.49E-05,7.48E-07,-5703.265648,0.000318186,0.001715195,-8.81E-05,4.27E-05,0.00018389,0.001801314,1.041705299,1.1505026,1.070198932,1.36514467,0.757980487,0.965513652,0.968908327,0,1.076135307,0,0.846974309,279.9912729,120489582
298900,4.366789611,4.043234243,20.02364067,60.04249527,1.480099479,2.246970487,0.984951536,1.349447523,0.616851694,0.210381996,6.658758351,32.37320393,0.006863863,1.583171356,0.00124144,0.020438032,-0.007243065,-0.001733483,-8.36E-05,8.25E-06,-0.00050058,-2.70E-06,-3.21E-05,-7.21E-06,0.018753427,4.97E-39,6.66E-13,-0.60486888,0.000222975,0.00059194,-9.81E-05,0.000145832,0.000251993,0.001562332,0.987035881,0.845037532,0.995691851,0.614219121,0.759966079,1.291908148,0.790010073,0,0.189996248,0,0.917430095,274.4133166,120616863
300000,3.575545856,5.314203679,16.95490068,66.57539666,0.773230866,2.432633551,1.148562958,1.637628633,0.285044152,0.336496596,6.140650886,34.81139714,-0.001265944,4.205687044,0.003442856,0.019400386,-0.003626806,-0.002292105,-7.15E-05,-1.13E-05,-0.00057045,-1.07E-06,-2.36E-05,-6.87E-06,3.80E-07,5.15E-06,7.54E-07,-14779.52989,0.000289705,0.001297163,-2.08E-05,0.0002091,0.000185914,0.001173206,1.125983453,1.049622086,1.153938791,-0.218848874,0.848015674,1.056038431,1.100515072,0,0.605977755,0,0.880847516,279.0033892,121055763
300114,19.4720327,2.960435235,17.31513084,80.32750664,2.170208909,5.567884667,0.911824761,0.96931055,2.045371287,0.374295595,8.719609403,32.79413286,0.005172932,1.392228643,0.000926576,0.027615008,-0.00224034,-0.000291972,-2.61E-05,-1.53E-05,-0.000627048,-1.15E-06,-9.12E-06,-6.90E-06,0.021883256,1.52E-32,0.003964947,-0.49670675,0.000314782,0.001430421,-0.000125794,0.000207754,-0.000305177,0.001093463,1.060480641,1.147741975,0.984829902,0.655356159,1.107416025,1.1653561,0.992658694,0,0.914302246,0,1.067001987,278.1614084,121101249
300594,10.87199777,2.953457319,24.5645953,111.5697003,0.583450913,3.52256562,1.09494649,0.774193806,1.267295709,0.482764127,5.356840923,33.36665938,0.002016051,5.584820776,0.000330786,0.021113789,-0.002715962,-0.001684161,-7.59E-05,1.17E-05,-0.000569133,-2.25E-06,-4.94E-05,-8.13E-06,0.013616093,2.136491432,1.24E-19,-1.045249551,0.000210603,0.00160067,1.46E-05,0.000114409,-0.000203519,0.000991632,0.861306191,1.029759221,1.014523112,1.310038986,0.958410122,1.1956278,1.494315868,0,1.02604955,0,0.822597049,278.6177518,121292769
302552,18.68871133,2.131065004,18.46401386,185.2439428,1.624586441,3.8757479,0.55781108,0.860060661,1.672877675,0.673284652,9.812186166,27.4242228,0.009438507,3.687883228,-0.002210689,0.011937242,-0.004977383,-0.003801598,-4.96E-05,-2.43E-05,-0.000567462,-1.33E-06,-3.39E-05,-8.51E-06,0.083551522,4.95E-44,0.103879691,-0.525304478,0.000240134,0.001026503,1.68E-05,0.000198107,7.34E-05,0.001607658,0.988481997,0.822401523,1.124117515,0.754853576,0.962123096,1.147732597,0.989002022,0,0.37437225,0,1.146765783,280.8194014,122074011
303070,9.028391305,3.506054335,13.48187098,129.3579128,2.015567485,2.20581963,0.976610109,1.187029848,1.830790571,0.50178896,9.254326609,38.14325561,-0.000847731,0.369762166,0.003525344,0.013634077,-0.004077893,-0.005172996,-9.63E-05,1.95E-05,-0.000502312,-1.60E-06,-3.51E-05,-7.42E-06,2.68E-07,6.42E-08,6.54E-07,-16731.09899,0.000272019,0.001215025,1.53E-05,5.46E-05,-0.000277214,0.001255668,1.249860081,0.943173485,1.019712736,0.473671766,0.88335048,0.984203697,0.956462144,0,1.051489746,0,1.104882367,277.4965998,122280693
304208,17.34609777,3.312527018,15.48741795,49.51576944,1.312925724,2.898170327,0.941759639,1.40870154,2.15752552,0.592507614,6.855947153,31.10992574,0.004720727,5.076444767,0.000589304,0.009877304,-0.000775499,-0.004003762,-6.86E-05,-4.54E-05,-0.000589025,-1.86E-06,-3.99E-05,-7.91E-06,1.13E-06,1.11E-10,9.99E-07,-1865.538306,0.000227823,0.001341383,-0.000181481,1.50E-05,-0.000253438,0.001216768,1.022735926,1.061847077,1.271673278,0.609525859,1.520062886,0.743247949,0.950138003,0,0.259644776,0,0.930955516,277.3334248,122734755
305945,26.1859432,3.989366958,16.15335802,51.81680068,0.789125942,4.151835568,1.156845779,1.496936761,1.452458862,0.62052715,7.780756964,34.32452064,9.37E-05,3.135808538,0.003111964,0.00017247,-0.003710629,-0.003132864,-5.53E-05,-1.36E-05,-0.00054579,-2.70E-06,-6.83E-05,-8.22E-06,2.11E-07,3.75E-06,1.29E-05,-4767.630335,0.000240314,0.001367005,0.000165697,0.000179849,-3.92E-05,0.001848576,0.76992882,1.249157824,0.848112328,0.312842517,0.623361356,0.859071668,0.863819236,0,0.625024955,0,0.99956686,280.5642183,123427818
306683,2.495448558,5.413245387,13.16502613,150.1635979,1.146525637,3.66465488,1.12218644,1.575117417,0.291149984,0.462086592,8.720373739,36.32943623,0.001455329,1.802120839,0.002915084,0.034602761,-0.004612277,-0.003656137,-6.25E-05,-1.35E-05,-0.000475127,-6.83E-07,-1.78E-05,-7.91E-06,0.022810875,3.93E-35,1.35556792,-2.11735405,0.000228368,0.001448531,-5.24E-05,0.000107417,0.000185379,0.00142441,0.834677845,1.091796823,1.018036241,1.820790963,0.538760047,0.964724243,0.663751531,0,0.854456302,0,1.067044341,275.1403119,123722280
306907,2.984509112,3.795166902,25.8441552,125.1305654,1.054197947,2.041576001,0.905498725,0.879932609,0.404914968,0.503949159,7.137893741,34.01307854,-0.000290462,1.36101383,0.004539854,0.007548251,-0.001223413,-0.001587366,-4.70E-05,9.56E-06,-0.000562889,-2.86E-06,-3.19E-05,-7.10E-06,5.34E-07,0.000129456,5.86E-07,-1183.018642,0.000225679,0.000788937,-5.23E-05,6.41E-05,0.000141322,0.001608819,0.983756856,1.038208314,0.897624197,1.145082909,1.242580834,0.889092483,0.912869992,0,0.698417258,0,0.951092028,283.1724642,123811656
307040,20.2178969,3.152945597,11.33788016,51.84569661,0.960177508,5.011755366,1.65905643,1.629836291,2.214080439,0.620991827,8.057373117,29.49767,0.008169026,2.510493102,-0.000567448,0.026541343,-0.002206593,-0.00296661,-5.38E-05,-1.79E-05,-0.000575916,-1.77E-06,-5.15E-05,-8.52E-06,0.004860795,0.114794341,3.07E-11,-1.770493733,0.000239235,0.001293155,-0.000129586,0.000137692,-3.91E-05,0.003135171,1.097295712,0.986145318,1.061448386,0.331921408,1.088652801,1.050462285,0.964386801,0,0.89533288,0,1.019042272,278.690145,123864723
307248,2.783906655,3.867374184,23.20011187,132.6647896,1.851996493,2.689119536,1.43820126,0.899149131,0.347028653,0.485784059,8.888519085,31.63347374,0.005316305,3.109371104,0.001640347,0.001612889,-0.002609979,-0.002610641,-6.24E-05,-2.97E-05,-0.000574655,-4.12E-07,-3.46E-05,-7.50E-06,0.010554448,4.21409847,0.007335081,-0.973762469,0.000310966,0.001138459,-0.000162923,0.000222699,0.000239456,0.002093232,0.817151367,0.953972045,1.253819167,1.727450955,0.207565269,0.950477205,0.77974386,0,2.279655153,0,1.079327134,277.5457817,123947715
308632,3.659149041,3.006895458,12.71622053,124.8716917,1.003885937,2.155797396,0.894045794,1.204502752,0.975634377,0.399595831,6.408100221,34.87507865,-1.67E-05,2.642129824,0.003185742,0.028618126,-0.00371528,-0.003192683,-8.31E-05,-1.21E-05,-0.000551172,-3.42E-06,-3.99E-05,-5.85E-06,0.008459123,1211.663702,1.80E-11,-0.491439476,0.000209794,0.001260273,-2.69E-05,0.000111685,0.000170627,0.00105356,0.861346568,1.065866545,0.851125603,2.038329381,1.158987258,1.182898618,0.556904669,0,1.180767092,0,0.898701561,277.8146184,124499931
309185,9.326108874,6.186006403,12.29619864,47.52835963,0.926995248,3.974972305,1.257772299,1.786900878,1.072834912,0.626856905,9.285708362,31.60296512,0.003628805,1.96206888,0.002703236,0.012768984,-0.003504864,-0.002089673,-7.28E-05,-2.24E-05,-0.000533802,-1.92E-06,-4.25E-06,-6.56E-06,0.012598681,2.27E-11,0.021625279,-1.025521962,0.000263528,0.00058453,-0.0001442,-8.24E-05,5.46E-05,0.00137164,0.987549417,0.926944867,1.014108121,1.648809098,0.666272233,1.045944035,1.281055383,0,1.659650925,0,1.107448773,280.0163969,124720578
311085,3.845461815,5.196886001,24.90264394,126.2960785,1.71894249,3.527566066,1.748067439,1.272842587,0.922831436,0.571108206,7.43446823,31.00524742,0.005699735,3.749614829,0.001032312,0.013819994,-0.00447073,-0.004391694,-4.04E-05,-1.59E-05,-0.000564885,-8.11E-07,-3.72E-06,-7.33E-06,9.29E-07,5.23E-91,3.47E-06,-4011.526355,0.000220802,0.001290229,9.47E-06,0.000160443,0.000202173,0.000612642,1.206937881,1.045138371,1.139647505,0.286891643,0.610843662,1.026173335,1.391791323,0,-0.092645083,0,0.974319685,278.4774243,125478678
312876,8.046059841,4.420563339,17.03069473,35.75537091,1.781310217,3.231739266,1.043809743,1.46980401,0.875373092,0.335247851,5.151849291,32.66511415,0.001410068,4.51350741,0.00106648,0.017524298,-0.002442911,-0.002209476,-7.82E-05,-1.99E-05,-0.000547972,-1.57E-06,-2.66E-05,-7.37E-06,2.26E-07,5.82E-08,9.35E-08,-17886.06494,0.000280929,0.001143955,-5.58E-05,9.35E-05,7.29E-05,0.002355918,0.931110135,0.987300869,0.842576887,1.057458895,0.876387027,1.250037818,0.18056062,0,0.451820309,0,0.798918919,281.5118721,126193287
315289,9.238525081,5.458396981,12.81115153,171.1209473,1.453952978,1.906232684,0.784944936,1.042977981,0.962039754,0.534097111,8.134179849,36.78284111,0.001508672,1.249494424,0.00169393,0.024776849,-0.008233385,-0.003554603,-7.49E-05,-1.25E-05,-0.000541275,-1.12E-06,-3.01E-05,-6.55E-06,0.002235403,4.93E-16,0.000257182,-3.08925003,0.000231682,0.001171988,-0.000147198,7.35E-05,0.000265039,0.00154371,1.106130535,1.077462953,1.097197722,0.568861232,0.748678091,0.845551968,0.765392954,0,1.352274298,0,1.02441835,276.0337193,127156074
315560,8.538329857,1.818267184,15.45427928,158.7713427,1.128009098,3.832078251,0.867537584,0.94618331,1.070900495,0.366315643,8.675211437,33.29687736,0.001525034,4.939511287,0.000570393,0.00398173,-0.002347095,-0.003459424,-3.39E-05,-1.63E-05,-0.000554358,-1.99E-06,-4.65E-05,-8.38E-06,0.004603625,5.851677914,2.39E-11,-0.804229469,0.000234063,0.001452208,-0.000127098,0.000113126,0.000120714,0.002349689,0.863458389,1.002542663,0.888477221,1.579462461,0.727282102,1.176859991,1.270781772,0,1.559173418,0,1.063687892,278.8085038,127264203
316594,11.74600642,5.275910328,18.81558459,131.6764439,1.596513937,1.866789603,1.173194721,1.32385463,0.89834947,0.42808874,7.226768371,29.52749509,0.008771816,2.769925371,-0.001183271,0.012807014,-0.006321175,-0.00252619,-7.17E-05,-4.84E-06,-0.000561942,-1.61E-06,-1.67E-05,-7.60E-06,0.074505878,7.25E-42,0.164638044,-0.514503278,0.000282419,0.001199426,-2.53E-05,0.000108823,0.0002848,0.001378585,0.928707143,0.996541024,0.933350963,0.940020284,1.323085016,0.934411709,0.399082469,0,1.293389796,0,0.958053795,278.846912,127676769
318427,6.837038744,3.962160519,9.768070062,109.556388,0.965395056,1.735284189,0.179537234,0.937220318,0.755651133,0.3829204,7.507171435,31.57610373,0.005227011,2.262874088,0.00130891,0.015851288,-0.002001902,-0.003623903,-7.45E-05,-2.51E-06,-0.000592365,-1.60E-06,-6.35E-05,-6.04E-06,0.001906468,8.70E-17,0.038428669,-3.544072957,0.000265328,0.001032491,-1.44E-05,0.000153166,-5.58E-05,0.000156615,0.857352481,1.010608629,1.130118568,1.788246983,1.449585628,0.887388822,1.119022577,0,2.408944474,0,0.979369917,279.0541418,128408136
319076,10.50467966,3.022176488,7.993668013,293.0903815,1.667144612,2.209529892,0.558383416,0.396200447,0.944033454,0.517856011,8.813451101,31.62771232,0.00499357,5.842531185,-0.000435051,0.034328543,-0.000953707,-0.001935457,-5.17E-05,-2.99E-05,-0.00053548,-2.65E-06,-3.21E-05,-7.66E-06,0.011119267,0.294348208,0.005742708,-1.241295665,0.000160188,0.000711505,-2.30E-05,0.000274236,-9.60E-05,0.001149459,0.892624926,0.906854914,0.993536437,1.35898917,1.407716433,1.057323613,1.21285934,0,1.199527999,0,1.073620861,276.775674,128667087
320361,12.72701018,4.549551391,14.00129183,61.18200463,1.396903079,2.593174044,0.837330795,1.245244508,1.698290718,0.520888915,7.389980506,32.83093246,0.001942188,5.024741237,0.000508636,0.010663805,-0.004828065,-0.001973976,-7.80E-05,-3.10E-05,-0.000551445,-1.28E-06,-5.28E-05,-7.52E-06,4.02E-07,4.42E-09,3.86E-07,-18574.85279,0.00024859,0.001371953,-9.55E-05,7.92E-05,-7.38E-05,0.000716707,1.183975488,0.93886232,1.103097191,1.599167653,0.959634514,1.023950129,0.48743944,0,1.269501162,0,0.970395375,280.358571,129179802
322483,12.79669044,2.72115,5.469589207,354.8454532,2.29319124,2.659216114,0.70024356,0.464935377,1.215258099,0.620711338,8.915019729,39.33036193,-0.002048938,-0.57334282,0.005247034,0.007501807,-0.003184559,-0.003990853,-7.25E-05,-2.15E-05,-0.000506791,-1.88E-06,-1.90E-05,-7.48E-06,0.020760603,5.83E-34,0.050424916,-0.534774665,0.000263409,0.001484012,-1.76E-05,7.94E-06,2.75E-05,0.001591009,0.836163847,0.948873893,1.108686571,1.148477553,0.771391102,0.723683309,0.796627428,0,0.153430219,0,1.081263747,275.6849481,130026480
325185,1.533159623,4.49565288,25.37674693,81.78406701,1.380754781,2.89112926,1.834677337,1.839096902,0.641804705,0.449403083,8.716502156,36.83323754,-0.001265514,3.378240244,0.002635905,0.025996479,-0.001280561,-0.002760649,-7.24E-05,-2.21E-05,-0.000516802,-1.11E-06,-1.73E-05,-6.45E-06,0.097639532,6.74E-39,0.086997346,-0.373403686,0.000243772,0.001344641,-8.19E-05,8.74E-05,-7.13E-05,0.001521888,0.826964195,0.715952956,1.100685521,0.765442347,1.323007648,1.164723067,1.080400388,0,1.271898873,0,1.066773261,277.2497756,131104578
328966,2.933540234,2.394227691,24.77030947,66.72502768,0.963718342,3.678550977,1.056717821,1.139828132,0.137134626,0.430841031,7.529622446,32.01506358,0.006993169,2.177419734,-0.001043113,0.01109822,-0.004137065,-0.00362135,-5.05E-05,2.69E-06,-0.000542197,-1.95E-06,-3.05E-05,-8.25E-06,0.00651097,241.2078957,0.010169005,-0.974281161,0.000279733,0.001979973,3.32E-05,0.000108695,-0.000141964,0.000773887,1.10914796,1.066976647,1.045618757,0.911194674,0.605929817,1.311016456,1.036246578,0,1.778011225,0,0.980706237,276.9380674,132613197
330255,1.313514689,5.302833814,18.2724507,96.16523027,1.404346458,1.433777692,0.850602397,1.154484284,0.502128699,0.277550508,6.819163288,37.3651399,-0.001082437,2.459314333,0.002470848,0.024413856,-0.002935266,-0.003293113,-6.39E-05,-3.24E-05,-0.000558396,-2.35E-06,-5.82E-05,-6.15E-06,1.42E-07,1.58E-08,2.18E-06,-16306.32485,0.000244687,0.001273045,-4.38E-05,0.000224111,-8.24E-05,0.001131876,0.933343197,0.947677481,1.101700892,0.906834904,0.676670719,1.019523676,1.091249779,0,1.473712384,0,0.92851057,276.8941646,133127508
330326,6.24722221,3.817203556,21.19113114,96.33248908,1.710632291,2.471718774,1.254632766,0.935753803,0.485491239,0.398311362,7.842163146,34.68249424,0.00094641,1.313273621,0.003644067,0.011207858,-0.005534045,-0.001713749,-8.00E-05,-1.23E-05,-0.000529839,-2.48E-06,-3.71E-05,-7.60E-06,0.018131329,0.00066975,7.08E-16,-0.749440323,0.000191224,0.001020996,-0.000135834,6.52E-05,-0.000112618,0.002348113,1.118472979,1.009243589,0.992639129,1.430653841,1.373042903,1.186198254,1.145348541,0,1.234660013,0,1.003857072,279.4480221,133155837
330471,9.492388025,4.642545678,10.77595096,139.7864481,1.607635161,1.116575112,0.868071703,0.893101883,1.108297159,0.471097124,7.981089828,26.14290979,0.008755794,6.024083475,-0.000872737,0.025585781,-0.005056713,-0.001090212,-4.77E-05,-2.27E-06,-0.000556037,-2.04E-06,-4.55E-05,-7.43E-06,8.50E-07,7.11E-89,1.26E-06,-8126.29744,0.000267948,0.000787437,-7.87E-05,1.42E-05,8.37E-05,0.000395536,1.041486459,0.899538758,1.145006552,0.313766077,1.100977869,0.993145231,1.02936812,0,1.235593379,0,1.013943751,278.7711843,133213692
