,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_OC,ari_Sulfur,ari_NOx,ari_VOC,ari_NH3,ari_CH4,ari_N2O,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_Contrails,fscale_CO2,cc_co2_concentration_1750,seed
1323398,10.8566178,2.982022305,13.04416772,301.4992881,2.02899047,2.692332451,0.621932907,0.707748254,1.088759605,0.462467999,7.673579043,30.53798906,0.004806549,2.351991565,0.002583212,0.0241434,-0.001648531,-0.00080764,-9.31E-05,-2.15E-05,-0.000554008,-2.71E-06,-4.49E-05,-6.44E-06,0.000541013,0.001108862,3.40E-27,-5.002802111,0.000277401,0.001030648,-0.000161337,3.40E-05,6.25E-05,0.001011475,1.006720078,1.100124276,0.959251139,0.958019996,0.929924721,1.002746858,1.029744927,0,-0.130145962,0,0.99156003,278.9993334,529391565
1324958,13.0337325,4.34892425,27.1530997,76.32825722,1.503497805,2.67109086,1.402875733,1.264641744,1.913325958,0.443800561,7.360712394,31.90680986,0.007644958,1.343989778,-0.001155321,0.002746968,-0.004831528,-0.005580883,-6.52E-05,-2.55E-05,-0.000575678,1.78E-07,-9.03E-06,-8.03E-06,2.41E-07,7.67E-08,8.27E-07,-4237.055436,0.000207845,0.001319493,-0.00020009,0.000156934,-0.000141694,0.001105239,0.971284993,1.003976844,0.832831632,0.947759756,0.75277068,0.698916718,0.755259085,0,0.75564693,0,0.967833876,278.2875729,530014005
1325640,7.246075284,3.670492216,17.90943369,113.5074594,1.420467686,2.046153428,0.534904785,1.238007945,0.957600396,0.484460385,8.534427393,27.90903567,0.010819287,3.505072992,-0.002176004,0.028382031,-0.004394695,-0.003209827,-6.07E-05,-1.63E-05,-0.000541262,-3.00E-06,-3.43E-05,-8.02E-06,0.00846758,1.26E-11,0.675910882,-1.103476089,0.000220784,0.001359545,-0.000148439,-1.50E-05,7.08E-05,0.000932903,0.935290111,1.086041494,0.988432401,0.786512005,0.65006718,0.955373313,0.924729653,0,0.236929227,0,1.054245322,277.9928717,530286123
1326771,18.76941908,2.353397896,34.73409254,215.1204888,1.335647959,1.283259702,1.457076912,0.590604772,1.294575488,0.411868572,7.307478499,29.20940444,0.01037571,1.777218297,-0.000712189,0.006466056,-0.004436784,-0.002094059,-5.58E-05,-5.57E-06,-0.000595638,-2.04E-06,-3.73E-05,-8.70E-06,0.018167472,120555.0936,1.25E-16,-0.661338919,0.000201122,0.001343597,3.83E-05,8.07E-06,3.62E-05,0.000585146,1.071301298,1.114775442,1.019139478,0.705088345,1.257738395,0.705746894,0.511269513,0,1.921429568,0,0.964101817,276.5215128,530737392
1328023,6.619787793,4.863533472,35.90267617,46.83173269,1.587974749,2.256175099,1.621509351,1.449214046,0.762944193,0.342309025,6.428508167,32.23202265,0.004435877,4.361011257,-0.000165718,0.025235175,-0.00276312,-0.001733393,-7.81E-05,-7.64E-06,-0.000525073,-3.39E-06,-1.05E-05,-8.25E-06,0.000852605,0.01944806,1.94E-28,-2.491494782,0.000259027,0.001462204,-8.27E-05,0.000123465,-4.51E-05,0.000370096,1.058252853,0.871327631,1.002255298,1.087147817,1.041321206,1.298318511,1.239611793,0,1.206649331,0,0.900052732,276.6665252,531236940
1329149,9.571865538,3.440695847,21.29940175,62.32589163,1.179179696,1.398811368,0.941307327,0.999084829,1.21837361,0.390553608,7.018162824,31.20753877,0.008118671,3.070313761,-0.001393355,0.029219581,-0.003129155,-0.00206435,-4.74E-05,-1.74E-05,-0.000545223,-2.27E-06,-3.68E-05,-6.96E-06,0.008611939,1.71E-12,0.005133559,-1.148834331,0.000252516,0.000994294,-4.87E-05,7.55E-05,-0.000145013,0.000435692,0.959805678,0.978126969,0.881623492,-0.120768299,1.11399437,1.057771284,1.250786634,0,0.401864118,0,0.942605413,275.4660197,531686214
1333625,9.480003707,3.670051285,9.732871173,104.3094673,1.314580592,3.124533992,1.481889739,1.327282582,1.088134689,0.677477182,6.977612183,34.15351407,0.002838422,5.78538476,-0.000685606,0.032739316,-0.001819074,-0.004173699,-4.80E-05,-1.09E-05,-0.00051656,-2.20E-06,-2.25E-05,-7.57E-06,0.005483383,3.73E-10,0.089977289,-1.310963281,0.00028487,0.001273624,3.53E-05,6.72E-05,0.000146825,0.000682096,1.106323898,1.007009025,0.973375404,0.003424384,0.974300061,0.9286137,0.971026511,0,1.448313288,0,0.939596803,275.1459627,533472138
1336302,3.595931202,4.917208128,22.37590372,30.72380099,1.910345724,2.030779188,1.019451426,1.23672677,0.415743975,0.379269873,6.832333971,31.74932752,0.003016054,1.413819137,0.003996024,0.020889787,-0.002319756,-0.001927865,-5.63E-05,-2.12E-05,-0.000493402,-2.85E-06,-4.04E-05,-8.26E-06,5.03E-07,2.81E-89,1.30E-05,-254.5913599,0.000189409,0.001417006,-9.72E-05,0.000155826,4.16E-05,0.000747918,0.956595689,0.910257385,1.108446885,0.894977716,0.675931625,0.851058957,0.521497188,0,1.252881345,0,0.929236304,279.0528152,534540261
1336886,4.022269786,5.605380045,23.23587049,40.83271945,1.61742114,2.206852625,1.713988853,1.692989385,0.922211537,0.32992357,7.006539027,36.94967551,-0.000629781,-0.134796172,0.004283996,0.035675424,-0.002394026,-0.002844844,-5.18E-05,-8.45E-07,-0.000581728,-1.75E-06,-1.46E-05,-7.63E-06,0.002286022,0.6886263,1.31E-11,-0.378853912,0.000222059,0.000869736,-0.000124088,9.07E-05,0.000132045,0.001122524,1.028912013,0.912371028,1.104621993,0.591826978,1.084470564,1.101409902,0.967781028,0,1.113968154,0,0.941722834,278.8294438,534773277
1337287,7.962646134,5.532900648,13.64601475,108.3487802,1.35504582,2.32640186,0.841155479,1.258608786,0.899895848,0.578085617,9.750840312,30.30392296,0.005301602,4.527247618,-0.000573239,-0.000448461,-0.004409838,-0.004334286,-5.47E-05,-1.48E-05,-0.00055859,-1.57E-06,-4.01E-05,-7.92E-06,2.81E-07,1.45E-05,7.84E-08,-7476.183996,0.000331951,0.00120821,-7.20E-05,9.65E-05,-0.000108454,0.001229945,1.044113157,0.916438992,1.094491169,1.955151217,0.543251145,1.073341815,1.345701289,0,0.861227886,0,1.141576681,280.1856087,534933276
1337989,15.70958433,3.595470438,5.112729944,64.84181389,1.125833326,4.237807757,0.629118171,1.395405614,1.278217892,0.554415868,7.812015835,30.94075589,0.003791509,2.058962887,0.002837078,-0.003468682,-0.004317592,-0.002909761,-9.61E-05,-2.87E-05,-0.000511751,-1.33E-06,-4.27E-05,-7.64E-06,0.005798573,0.020771714,0.027007625,-1.42042647,0.000245158,0.001498934,-5.20E-05,-3.15E-05,-0.000251635,0.001081007,1.041203456,1.074487156,1.082940525,0.555042516,1.153473613,0.897590943,0.771935582,0,1.195332591,0,1.001581451,281.820426,535213374
1339224,9.351780151,4.583143284,7.75650646,140.1314866,1.281712385,3.158516012,0.705181794,1.344798987,1.502209031,0.465680038,7.705244145,34.17123209,0.002948322,3.854040734,0.001445938,0.032256025,-0.004255108,-0.002538319,-6.41E-05,-2.88E-05,-0.000501908,-3.35E-06,-4.88E-05,-6.16E-06,2.05E-07,1.04E-05,1.78E-05,-2766.465889,0.000330171,0.001019882,-2.07E-05,0.000164714,0.000114404,-0.000604674,0.931906415,0.862196604,1.099410757,0.801490037,0.502222859,0.963372281,1.110325281,0,0.94782614,0,0.993862853,273.7494296,535706139
1341592,3.602621407,4.157580967,10.73472064,272.3904454,2.080594695,2.410183839,0.993056378,0.906921688,0.722465715,0.495379524,7.650597132,35.96657229,0.000200523,0.933120658,0.004674794,0.024143032,-0.002824161,-0.002284801,-8.39E-05,-2.70E-05,-0.000590963,-2.98E-06,-2.33E-05,-6.56E-06,4.99E-07,2.31E-87,4.81E-05,185.4714532,0.000221769,0.001001349,-0.000134015,0.000103839,-0.000225514,0.000730491,0.976761465,0.976691031,1.138150311,0.08454091,1.356633476,1.115430657,0.529060901,0,1.1410924,0,0.989597064,276.8318014,536650971
1341901,1.777253953,5.227378299,18.11523333,50.66728106,0.844542063,2.030096567,1.47237174,1.224327929,0.217837352,0.398884546,8.297325909,32.94867044,0.00508275,1.783243748,0.002136856,0.020079101,-0.004343925,-0.003743138,-3.40E-05,-1.28E-05,-0.000485397,-1.03E-06,-4.99E-05,-5.63E-06,0.016115503,2.61E-32,0.104384063,-1.180848,0.000214011,0.001214851,-0.000103779,6.89E-05,-0.00039621,0.002017142,0.859869348,1.085717514,0.766389981,1.969994055,1.150164504,0.92268777,1.288230085,0,0.897850092,0,1.035916484,275.5042039,536774262
1342024,6.082491564,2.694412243,25.46404496,71.98874163,0.697671581,1.434151166,0.586499843,0.931291121,1.026914455,0.471961461,6.993972219,34.34568989,0.001583452,1.101676065,0.00307105,0.028233936,-0.003266067,-0.002325624,-5.83E-05,-9.23E-06,-0.00051368,-2.17E-06,-2.72E-05,-5.60E-06,0.003492786,100.7853389,0.01240374,-0.969061083,0.000169135,0.001144644,-0.000137445,9.54E-05,0.000242863,0.000167837,0.907021322,1.028581217,0.926174103,0.811674763,0.753377607,0.911888847,0.977222752,0,2.309147414,0,0.940629864,279.599952,536823339
1343614,2.244837469,2.759339836,12.3200313,69.82245244,0.732462077,3.997267568,1.206922283,1.242544608,0.31803262,0.383496193,7.547670247,38.87125956,-0.002650429,1.477458926,0.003482798,0.018453593,-0.00362507,-0.004451907,-6.49E-05,3.20E-05,-0.000635381,-4.56E-07,-2.89E-05,-8.08E-06,3.44E-07,1.68E-91,1.95E-05,-3985.708563,0.00024793,0.001515156,-0.000131839,0.000217191,0.000325248,0.000588868,1.1896964,1.087594302,1.021842524,0.832811127,1.033613628,0.983873117,0.541298745,0,2.103724968,0,0.982126907,278.2181518,537457749
1345977,7.486412361,4.73993998,15.57717699,97.18051709,1.135821094,2.078232866,0.791702731,1.303975584,0.717503722,0.434075848,8.316190174,33.08783131,0.004053097,3.770506312,0.001071141,0.033534129,-0.002281366,-0.001161563,-9.44E-05,-3.24E-05,-0.000559498,-1.66E-06,-3.85E-05,-7.97E-06,0.017744819,34.14426352,6.44E-16,-1.221267823,0.000257819,0.00138276,-9.45E-05,7.22E-05,0.00040177,9.70E-05,0.990830491,1.022887074,1.123849947,1.107871857,1.124962342,0.906316166,0.506787184,0,1.467770569,0,1.037482458,277.2487783,538400586
1348362,22.84530027,4.10104038,9.51711958,89.28744301,0.725884739,2.445488666,0.609393207,1.099725062,1.53530186,0.43257023,6.987565275,31.50410333,0.003338923,0.999837796,0.004884784,0.023460032,-0.003422329,-0.00348458,-7.37E-05,2.39E-06,-0.000522908,-2.57E-06,-4.32E-05,-7.04E-06,1.39E-07,0.000631691,2.70E-07,-364.7454728,0.000233102,0.001785349,-6.40E-05,6.27E-05,6.85E-05,0.001827596,0.871525963,1.050469675,1.159205487,1.318106875,0.87531193,0.885607048,1.221263789,0,1.475370489,0,0.940073138,279.675488,539352201
1348837,1.109453218,3.37808902,15.83252644,60.08558324,1.382119285,2.831557098,0.842029448,1.470173967,0.525677355,0.192759474,5.72343683,28.11912491,0.006261494,4.71554121,0.001000589,0.006851271,-0.002754985,-0.000599005,-2.31E-05,-2.79E-05,-0.000484558,-2.53E-06,1.46E-06,-6.14E-06,0.092307091,1.56E-36,0.383138132,-0.457403174,0.000250429,0.001140119,-0.000172545,0.000240645,0.00026056,0.00048849,0.989029769,1.13963169,0.997614882,0.520914163,1.075504188,1.234330541,0.479175724,0,1.904291929,0,0.849297148,279.2786354,539541726
1350547,12.85835639,3.992817005,12.13928317,143.2455395,1.132706062,2.974198377,1.054758612,0.712229686,1.176264915,0.544093086,6.346918959,31.11123745,0.004817124,5.053736896,-0.000791419,0.008007472,-0.003926112,-0.001829895,-4.05E-05,-1.04E-05,-0.000585686,-3.05E-06,-3.52E-05,-7.21E-06,0.075516617,1.34E-43,0.40119855,-0.954136993,0.000192432,0.001393303,9.54E-05,0.000104244,0.000108863,-0.000120484,0.931353097,0.980769827,1.001172295,0.507526082,1.072840897,1.11572754,1.610351342,0,0.450882088,0,0.894999227,279.5404068,540224016
1351055,12.96383168,3.655647614,17.3755179,78.67181847,1.136272226,2.631526099,0.801773552,0.614842869,1.171677698,0.601723156,8.186809111,35.01782366,0.000881985,0.313843522,0.004961597,0.023417255,-0.00216629,-0.003470919,-7.49E-05,-9.29E-06,-0.000540151,-1.61E-06,-2.24E-05,-7.37E-06,0.024542499,634.1489062,2.65E-18,-0.91786114,0.000180036,0.000935604,-0.000179357,0.000173923,0.000208025,0.001487384,0.999482274,1.046103334,0.89150443,0.769766521,1.017315157,1.015651626,0.9514938,0,1.221932406,0,1.028252086,277.8935492,540426708
1351455,16.83016101,4.157329663,30.24166439,132.3657306,1.353962895,1.648467233,1.155152484,0.941016529,1.785705471,0.576162873,8.373089173,38.89815238,-0.001975054,0.477643311,0.004048984,0.006351306,-0.001460238,-0.001461423,-4.28E-05,-2.82E-05,-0.000568461,-1.62E-06,-4.12E-05,-5.14E-06,0.004852775,4.16E-22,0.012366103,-2.597233146,0.000258296,0.001529079,2.47E-05,0.000100308,-0.00047852,0.001656002,0.772708871,1.041041855,1.05536634,1.466286091,0.941637456,1.084067264,1.690967605,0,1.443049925,0,1.042275044,276.6577503,540586308
1352847,3.866446875,2.869690877,6.898718568,31.72609056,1.105353031,4.622456371,0.88677467,1.565554438,0.648837342,0.53228063,8.013493497,39.20122961,-0.003659035,0.840698571,0.005982104,0.023796821,-0.005083245,-0.004612798,-7.00E-05,-2.45E-05,-0.000580954,-8.60E-07,-4.33E-05,-6.71E-06,0.003944675,0.870774961,0.016061759,-1.306797146,0.000264142,0.00133159,4.48E-05,0.000217263,-0.000136632,0.00122928,1.141331674,0.80550671,0.964594411,0.234635868,1.057392809,0.941257424,0.934659575,0,1.640370928,0,1.015954014,275.9401053,541141716
1356175,8.919567516,3.79788456,13.17173584,140.2087615,2.00031601,2.42157383,0.910341044,1.225643057,1.37085456,0.499481483,9.572305769,35.18632316,0.002661873,1.916876394,0.002328859,0.027058109,-0.002092842,-0.000343985,-5.58E-05,-4.84E-06,-0.000645713,-2.43E-06,-3.42E-05,-6.36E-06,0.028945252,2.76E-35,0.004902867,-0.620094857,0.000212697,0.001776797,-9.66E-05,0.000139369,-0.000344581,0.001290234,0.992444677,0.996487012,1.124297244,1.7621155,1.030387585,1.197349903,1.140945632,0,1.463145422,0,1.128611511,275.4094296,542469588
1357554,22.47728976,2.542951172,15.78363715,49.24240329,0.605987814,3.880635706,1.102123632,1.206746068,1.355306572,0.486020655,6.467327876,34.37139136,0.000661862,0.100871943,0.00560802,0.003157912,-0.002305597,-0.003267148,-6.83E-05,-3.19E-06,-0.000498421,-2.96E-06,-2.93E-05,-6.42E-06,1.48E-06,2.75E-07,1.19E-05,-3209.517697,0.000187746,0.000946292,-0.000116356,6.61E-05,0.000268737,0.000819611,1.121010641,0.98532452,1.022510529,1.027262884,0.710769011,0.932336044,1.192291037,0,1.156722169,0,0.902870907,278.6863278,543019809
1357784,5.370416719,3.620741674,13.61248065,71.3647441,1.377822338,2.019719861,0.918380005,1.285543077,0.703446246,0.273409381,6.905806596,31.62517863,0.00415003,1.624612548,0.003614995,0.018641233,-0.000755162,-0.002071688,-4.02E-05,-2.01E-06,-0.000531076,-2.74E-06,-5.13E-05,-6.95E-06,0.070133414,3.60E-40,0.27224316,-0.470996813,0.000195966,0.001069076,-0.000185086,8.07E-05,0.000212019,0.001093764,1.047879086,1.059223811,1.032474109,0.377883574,0.924278019,1.061202244,1.210680049,0,0.20107894,0,0.934661343,277.6237426,543111579
1362281,8.303093922,3.688844703,9.184307464,65.14335751,0.747561122,5.554255486,1.110802466,1.977563443,1.15079608,0.491471704,7.499332623,34.70022435,0.001633961,3.569608531,0.001138353,0.017735166,-0.003951516,-0.004602809,-6.53E-05,-4.59E-05,-0.000663422,-4.27E-06,-3.76E-05,-7.09E-06,4.43E-07,9.51E-93,9.43E-06,-3643.208564,0.000196187,0.001298424,-6.09E-05,0.000103893,-4.89E-05,0.001543228,0.988801104,1.155286244,0.934542231,1.14308454,0.928066463,1.02109615,1.059308438,0,1.616639556,0,0.978968016,277.6809889,544905882
1363959,2.142324523,2.894975583,15.51520602,92.57947297,1.02850817,2.809538224,0.99800216,1.20459953,0.800081589,0.488103177,7.269969905,29.13368178,0.007037946,1.702366008,0.002281834,0.019337598,-0.006346485,-0.003031104,-6.54E-05,-4.51E-05,-0.000487949,-1.43E-06,-3.80E-05,-6.65E-06,3.95E-07,9.59E-11,1.12E-05,-3030.090228,0.000257345,0.001378184,-0.000159078,2.28E-05,-0.000143092,0.001612406,1.110795427,0.8811466,1.128344462,0.266293851,1.512776709,0.86908152,1.386307699,0,0.555228335,0,0.961070541,280.0143537,545575404
1366168,3.733251819,3.016873992,11.60045532,53.73081101,0.645183249,4.280344334,1.224346877,1.464180181,1.41498636,0.515898976,6.682358844,30.48016883,0.004913438,2.314885821,0.001848745,0.027816913,-0.003266169,-0.003293097,-6.29E-05,-3.25E-05,-0.000498842,-4.25E-06,-6.38E-05,-7.54E-06,2.87E-07,1.73E-05,1.63E-07,-8614.783503,0.000266792,0.001991908,-3.50E-05,0.000197309,-0.000276026,0.001341123,0.839047993,0.876509244,1.122567066,1.512139274,0.880241324,1.155272411,0.57831877,0,1.453343538,0,0.918704531,281.7232123,546456795
1367703,8.240388859,4.178964876,11.77338439,77.80437874,1.218424574,1.898235665,1.051277354,1.135909857,1.332856708,0.462743236,7.201253094,28.07767078,0.009803378,4.610029702,-0.002874681,0.031769457,-0.004321757,-0.001570689,-5.82E-05,1.44E-05,-0.000618561,-2.72E-06,-3.68E-05,-8.88E-06,0.000646867,26.44006319,3.14E-29,-0.458766501,0.000174447,0.001437214,-0.000191626,0.000161432,-0.000530236,0.000685817,0.899297234,1.180971297,0.746505972,1.813898601,0.674151378,1.069052683,1.442997879,0,0.462677037,0,0.956146755,277.9246848,547069260
1367745,6.738937791,2.181653812,12.69847571,106.8107093,0.82092942,4.289536614,0.898416366,1.410382401,0.737999731,0.312937402,7.58352479,34.14303291,0.001997338,0.040266031,0.003061169,0.006058475,-0.001768361,-0.004325864,-8.00E-05,-4.62E-05,-0.000591222,-3.78E-06,-2.54E-05,-5.60E-06,0.105568478,2.72E-37,36.41873173,-0.716332555,0.00018209,0.000917472,-7.44E-05,0.000109073,-0.000105577,0.000353099,0.818977431,0.937575104,0.94949764,0.094897192,0.838081857,0.960150855,1.32544312,0,0.264999832,0,0.984769502,282.0081459,547086018
1368900,1.000091806,3.109664825,24.30429983,113.7948768,1.034639861,2.150488495,1.077628976,0.952827975,0.518692934,0.335139382,7.529873702,31.68168943,0.003124234,4.903830069,-0.000141156,0.016580933,-0.00655473,-0.00140611,-7.17E-05,-1.94E-05,-0.000503116,-2.29E-06,-8.42E-06,-6.74E-06,0.001375328,6.196548215,2.24E-27,-0.95438128,0.00023464,0.001414033,-8.46E-05,0.000266833,5.84E-05,0.000521127,1.139584808,0.944152693,0.900453311,0.261479592,0.915147741,1.288363658,0.528422348,0,2.083388507,0,0.980721005,281.4684636,547546863
1369055,2.330393434,5.621444274,18.59749133,65.14583274,1.172426383,1.859765594,0.902538626,1.644641704,0.441886696,0.433354352,8.136530824,36.92437904,-0.000367854,2.383703242,0.002707051,0.012577038,-0.004572762,-0.003844585,-6.97E-05,2.07E-06,-0.000567331,-2.88E-06,-3.00E-05,-6.77E-06,0.002404874,305.9875385,0.003628829,-0.950280379,0.000287124,0.001778589,-2.60E-05,0.00014897,-0.000116747,0.001858752,1.065622432,1.069448851,1.055031495,0.683095604,0.981833619,0.869414244,0.821974983,0,0.747381392,0,1.024581492,277.9157671,547608708
1372447,4.085318498,3.529343539,10.28306911,128.3021043,1.415351577,3.414868915,0.966133437,1.022810753,1.44324266,0.548451092,7.159546721,31.17173662,0.005552973,1.291330245,0.001661153,0.02004176,-0.004362258,-0.002423508,-8.55E-05,5.37E-06,-0.000587254,-2.18E-06,-4.49E-05,-7.90E-06,0.008656511,1.67E-12,0.00530841,-0.591670293,0.000126929,0.001234635,-0.000105228,6.66E-05,0.000166197,0.001206608,0.959985528,1.135237774,1.022998781,2.077679724,0.968680861,1.043341123,0.798061547,0,0.942127369,0,0.95276417,279.6582445,548962116
1373263,11.47540416,4.092509695,19.2476514,56.33789039,1.144017104,2.130783535,1.20787562,1.401088678,1.31503164,0.574625859,7.496612544,30.67024674,0.007509685,1.190796264,0.000635334,0.022663231,-0.003970953,-0.001967201,-6.09E-05,-9.58E-06,-0.000555316,-3.44E-06,-7.45E-05,-6.22E-06,0.001080624,1.102607952,1.10E-25,-0.969574211,0.000261292,0.001142045,-0.000127228,9.70E-05,-0.000248541,0.001561134,1.008420909,0.903449146,0.973513601,2.281713055,0.824487644,1.009956919,0.908821362,0,1.26946839,0,0.978819413,279.3313119,549287700
1373552,5.722348403,4.807130263,21.6818118,130.2520737,1.493814458,2.93433472,1.398233249,1.310077246,0.717278734,0.627433271,8.862407419,38.84155973,-0.000765121,1.220182648,0.00261413,0.009633379,-0.001660229,-0.002099266,-5.81E-05,-3.44E-07,-0.000573166,-3.00E-06,-4.22E-05,-7.34E-06,0.012291589,3.82E-35,0.082688289,-1.328408346,0.000198803,0.00126512,0.000130694,0.000154822,0.000115295,0.001111824,1.060560614,0.972359291,0.867131334,0.082660582,1.379879053,1.195125026,0.794109942,0,0.940211918,0,1.077644348,274.753567,549403011
1376203,4.374733538,4.088847372,22.18329907,38.45277331,0.695757945,2.316816836,1.35064606,1.625002671,0.858139791,0.535024551,5.871084072,34.46969543,0.000668929,1.544954532,0.004841018,0.034767952,-0.003624624,-0.000455585,-2.28E-05,7.23E-06,-0.000594576,-4.09E-07,-7.81E-06,-6.82E-06,0.008529025,0.000467817,7.66E-17,-1.380921056,0.000210458,0.001168097,-3.54E-05,8.40E-05,-0.000295745,0.000654068,0.95307626,0.904513355,0.961035828,0.408314128,1.191662855,1.102635947,0.796644703,0,1.034331143,0,0.860956696,276.927837,550460760
1380735,6.352447576,6.084727691,20.89382417,54.18423405,0.966243346,1.18501623,1.303249976,1.690183675,0.483444364,0.447708059,6.430979525,34.79392702,0.001013906,-0.196519056,0.004658743,0.026989941,-0.001836501,-0.002798669,-4.66E-05,-9.20E-06,-0.000507979,-2.27E-06,-4.13E-05,-7.04E-06,0.025916583,1520.222373,6.81E-17,-0.725034456,0.000281085,0.00068863,-0.000134979,5.07E-05,0.000297649,0.001122977,0.933328968,0.979134548,0.926640196,0.991397653,1.158387276,1.04506357,0.83495142,0,0.438304004,0,0.900198692,279.7520967,552269028
1380896,4.727872155,4.524846093,16.95466697,159.7509191,1.116269965,2.42053301,0.769227558,1.001403527,0.696918298,0.754406999,7.984699974,33.70831145,0.001330512,4.929579639,0.001084257,0.024854407,-0.001462026,-0.003531745,-7.19E-05,-1.93E-05,-0.000537114,-3.83E-06,-4.71E-05,-7.07E-06,7.79E-07,2.55E-06,9.98E-06,-5671.832609,0.000261649,0.001229333,8.98E-05,0.000108746,0.000220812,0.001096425,1.35846379,0.951597676,1.070386106,0.669444087,0.913104559,0.85014872,1.063224372,0,1.097779049,0,1.014209022,277.6197289,552333267
1382369,6.602080385,3.676463156,20.90544729,64.92504244,0.708951909,6.85684803,1.49427447,1.303699836,1.153752179,0.597417015,7.190601422,32.82134373,0.003704076,2.344464977,0.002200802,0.004939605,-0.004672786,-0.005949284,-6.57E-05,-6.48E-06,-0.00054487,-2.78E-06,-3.65E-05,-6.36E-06,1.02E-06,1.04E-90,2.97E-07,-2320.99579,0.000285594,0.000952129,-4.75E-05,0.000131341,-7.26E-06,-0.000296227,0.631478921,0.854744845,0.974941026,1.879213694,1.0393876,0.972339335,1.007959658,0,0.114367938,0,0.955226901,277.7735089,552920994
1385372,5.474811316,4.881053843,23.01730875,150.6924872,1.386539217,1.807641832,1.323844716,1.061060329,0.982639755,0.433780329,7.6651139,31.23936346,0.008554701,0.614955043,-0.000554285,0.020537289,-0.004416021,-0.001310229,-4.66E-05,-4.23E-05,-0.000643506,-3.23E-07,-4.80E-05,-8.28E-06,0.006164635,7.814557529,1.62E-18,-0.905709605,0.000240323,0.000981291,2.30E-05,4.45E-05,6.03E-05,0.000613867,1.222837654,1.033527555,0.826675346,0.794103169,0.816388535,1.243129408,1.228683104,0,1.114341886,0,0.990883498,277.7969527,554119191
1385735,16.30303638,3.602071061,26.40309559,74.26150681,1.445706317,1.804697385,1.246945816,1.029887441,2.168276794,0.440192428,6.842986403,35.4147833,-0.00021089,3.003724254,0.002171803,0.016214633,-0.002576773,-0.001781053,-4.78E-05,-4.22E-05,-0.000596677,-3.22E-06,-5.07E-05,-7.43E-06,0.005660937,8.67E-16,0.001144181,-1.982134114,0.000177169,0.001186827,-6.34E-05,0.000161891,-5.88E-07,0.00203942,1.270437967,1.042789144,0.919555839,0.935889378,0.998357957,0.936947804,1.028986523,0,2.185474367,0,0.930167635,279.6177047,554264028
1389541,7.96099326,3.487166283,11.4638491,86.35186616,0.856252527,2.156295718,0.693494483,0.824028799,1.27144127,0.368909283,6.065171942,31.44711595,0.006216814,5.110247784,-0.00134101,0.027982115,-0.006436899,-0.00088146,-5.76E-05,-2.01E-05,-0.000473515,-1.36E-06,-5.02E-05,-7.60E-06,0.007879609,432.1460184,3.78E-19,-1.34778235,0.000213261,0.001750906,-4.74E-05,0.000232965,2.68E-06,0.000784989,0.990751376,1.020079385,1.041212101,0.813260017,0.723064322,1.10282729,1.299368693,0,0.491195576,0,0.875471603,278.0900725,555782622
1393376,4.454632999,4.163615531,17.34599267,73.47668174,1.13959645,1.750949592,0.884668403,1.093829935,0.823883684,0.328237555,6.267587886,33.91518512,0.003225337,-0.549003652,0.004413343,0.023037356,-0.003004269,-0.004202321,-5.85E-05,-1.09E-05,-0.000506936,-1.37E-06,-4.13E-05,-7.91E-06,1.35E-06,1.87E-89,2.40E-05,-1850.221317,0.000260592,0.001555561,-0.000121658,0.000112212,-0.000340422,0.002397251,1.070215487,1.002122815,1.184804424,2.271909232,0.863484488,0.935441918,1.134075335,0,0.993554491,0,0.890025675,277.6713589,557312787
1393640,5.38016407,4.095214064,33.3658547,50.64194326,1.203522916,3.833453006,1.728813377,1.272002175,0.732943989,0.181208458,5.766126354,35.89392981,0.002734648,1.281147711,0.001426281,0.030438426,-0.003139571,-3.49E-05,-5.27E-05,-9.67E-06,-0.000545441,-2.87E-06,-2.82E-05,-7.69E-06,0.006528615,0.508314089,0.00210426,-0.823803789,0.000267311,0.001725195,-8.78E-05,0.000162703,5.58E-05,0.000148005,0.872369658,1.060537938,0.96667236,0.185312474,0.511498507,1.350252435,1.266021068,0,1.019396481,0,0.852943008,275.6013006,557418123
1393678,0.704565838,5.955732791,13.58638769,56.07413338,0.853907871,3.415153723,1.546355352,1.76558873,0.548994693,0.47748326,9.082041446,41.0931008,-0.004627572,2.360416057,0.003153442,0.021197113,-0.003670538,-0.00270064,-4.76E-05,-2.85E-05,-0.000534813,-1.54E-06,-2.28E-05,-8.49E-06,1.26E-06,0.012647338,2.97E-06,-19.74567716,0.000243071,0.000940414,-0.00010133,0.000165546,0.000153804,0.001077453,0.965662604,0.86124584,1.120117636,1.267528354,0.907644462,0.991503697,1.079896581,0,0.953706059,0,1.093114779,275.5553534,557433285
