Year,CO2-BAU,CH4-BAU,N2O-BAU,HFC-BAU,PFC-BAU,SF6-BAU,CO2B-BAU,CH4B-BAU,CO2-S1,CH4-S1,N2O-S1,HFC-S1,PFC-S1,SF6-S1,CO2B-S1,CH4B-S1,CO2-S2,CH4-S2,N2O-S2,HFC-S2,PFC-S2,SF6-S2,CO2B-S2,CH4B-S2,CO2-S3,CH4-S3,N2O-S3,HFC-S3,PFC-S3,SF6-S3,CO2B-S3,CH4B-S3
1884,1374.14,5587.76,1434.49,0,0,0,2375.62,5587.76,1374.14,5587.76,1434.49,0,0,0,2375.62,5587.76,1374.14,5587.76,1434.49,0,0,0,2375.62,5587.76,1374.14,5587.76,1434.49,0,0,0,2375.62,5587.76
1885,1384.14,5819.46,1444.87,0,0,0,2387.68,5819.46,1384.14,5819.46,1444.87,0,0,0,2387.68,5819.46,1384.14,5819.46,1444.87,0,0,0,2387.68,5819.46,1384.14,5819.46,1444.87,0,0,0,2387.68,5819.46
1886,1404.13,5696.63,1483.77,0,0,0,2395.08,5696.63,1404.13,5696.63,1483.77,0,0,0,2395.08,5696.63,1404.13,5696.63,1483.77,0,0,0,2395.08,5696.63,1404.13,5696.63,1483.77,0,0,0,2395.08,5696.63
1887,1474.08,5665.93,1494.55,0,0,0,2391.28,5665.93,1474.08,5665.93,1494.55,0,0,0,2391.28,5665.93,1474.08,5665.93,1494.55,0,0,0,2391.28,5665.93,1474.08,5665.93,1494.55,0,0,0,2391.28,5665.93
1888,1633.98,5484.47,1503.28,0,0,0,2385.73,5484.47,1633.98,5484.47,1503.28,0,0,0,2385.73,5484.47,1633.98,5484.47,1503.28,0,0,0,2385.73,5484.47,1633.98,5484.47,1503.28,0,0,0,2385.73,5484.47
1889,1633.98,5548.68,1511.15,0,0,0,2379.78,5548.68,1633.98,5548.68,1511.15,0,0,0,2379.78,5548.68,1633.98,5548.68,1511.15,0,0,0,2379.78,5548.68,1633.98,5548.68,1511.15,0,0,0,2379.78,5548.68
1890,1778.89,5914.38,1518.49,0,0,0,2374.17,5914.38,1778.89,5914.38,1518.49,0,0,0,2374.17,5914.38,1778.89,5914.38,1518.49,0,0,0,2374.17,5914.38,1778.89,5914.38,1518.49,0,0,0,2374.17,5914.38
1891,1858.84,6358.24,1528.29,0,0,0,2368.32,6358.24,1858.84,6358.24,1528.29,0,0,0,2368.32,6358.24,1858.84,6358.24,1528.29,0,0,0,2368.32,6358.24,1858.84,6358.24,1528.29,0,0,0,2368.32,6358.24
1892,1868.84,6514.57,1539.85,0,0,0,2418.55,6514.57,1868.84,6514.57,1539.85,0,0,0,2418.55,6514.57,1868.84,6514.57,1539.85,0,0,0,2418.55,6514.57,1868.84,6514.57,1539.85,0,0,0,2418.55,6514.57
1893,1848.85,6388.95,1553.03,0,0,0,2423.26,6388.95,1848.85,6388.95,1553.03,0,0,0,2423.26,6388.95,1848.85,6388.95,1553.03,0,0,0,2423.26,6388.95,1848.85,6388.95,1553.03,0,0,0,2423.26,6388.95
1894,1913.81,6238.2,1567.73,0,0,0,2485.21,6238.2,1913.81,6238.2,1567.73,0,0,0,2485.21,6238.2,1913.81,6238.2,1567.73,0,0,0,2485.21,6238.2,1913.81,6238.2,1567.73,0,0,0,2485.21,6238.2
1895,2028.74,6120.96,1583.78,0,0,0,2500.93,6120.96,2028.74,6120.96,1583.78,0,0,0,2500.93,6120.96,2028.74,6120.96,1583.78,0,0,0,2500.93,6120.96,2028.74,6120.96,1583.78,0,0,0,2500.93,6120.96
1896,2093.7,6254.95,1600.91,0,0,0,2508.15,6254.95,2093.7,6254.95,1600.91,0,0,0,2508.15,6254.95,2093.7,6254.95,1600.91,0,0,0,2508.15,6254.95,2093.7,6254.95,1600.91,0,0,0,2508.15,6254.95
1897,2198.63,6363.83,1618.84,0,0,0,2520.9,6363.83,2198.63,6363.83,1618.84,0,0,0,2520.9,6363.83,2198.63,6363.83,1618.84,0,0,0,2520.9,6363.83,2198.63,6363.83,1618.84,0,0,0,2520.9,6363.83
1898,2323.55,6444.78,1637.3,0,0,0,2526.48,6444.78,2323.55,6444.78,1637.3,0,0,0,2526.48,6444.78,2323.55,6444.78,1637.3,0,0,0,2526.48,6444.78,2323.55,6444.78,1637.3,0,0,0,2526.48,6444.78
1899,2533.42,6520.16,1656.02,0,0,0,2531.15,6520.16,2533.42,6520.16,1656.02,0,0,0,2531.15,6520.16,2533.42,6520.16,1656.02,0,0,0,2531.15,6520.16,2533.42,6520.16,1656.02,0,0,0,2531.15,6520.16
1900,2668.34,6760.23,1674.73,0,0,0,2535.04,6760.23,2668.34,6760.23,1674.73,0,0,0,2535.04,6760.23,2668.34,6760.23,1674.73,0,0,0,2535.04,6760.23,2668.34,6760.23,1674.73,0,0,0,2535.04,6760.23
1901,2758.28,6938.9,1696.54,0,0,0,2728.06,6938.9,2758.28,6938.9,1696.54,0,0,0,2728.06,6938.9,2758.28,6938.9,1696.54,0,0,0,2728.06,6938.9,2758.28,6938.9,1696.54,0,0,0,2728.06,6938.9
1902,2828.24,7145.47,1723.95,0,0,0,2728.18,7145.47,2828.24,7145.47,1723.95,0,0,0,2728.18,7145.47,2828.24,7145.47,1723.95,0,0,0,2728.18,7145.47,2828.24,7145.47,1723.95,0,0,0,2728.18,7145.47
1903,3083.08,6919.35,1755.77,0,0,0,2820.15,6919.35,3083.08,6919.35,1755.77,0,0,0,2820.15,6919.35,3083.08,6919.35,1755.77,0,0,0,2820.15,6919.35,3083.08,6919.35,1755.77,0,0,0,2820.15,6919.35
1904,3118.06,6933.31,1790.94,0,0,0,2904.06,6933.31,3118.06,6933.31,1790.94,0,0,0,2904.06,6933.31,3118.06,6933.31,1790.94,0,0,0,2904.06,6933.31,3118.06,6933.31,1790.94,0,0,0,2904.06,6933.31
1905,3312.94,6863.52,1828.47,0,0,0,2987.59,6863.52,3312.94,6863.52,1828.47,0,0,0,2987.59,6863.52,3312.94,6863.52,1828.47,0,0,0,2987.59,6863.52,3312.94,6863.52,1828.47,0,0,0,2987.59,6863.52
1906,3532.8,6849.56,1867.29,0,0,0,3091.28,6849.56,3532.8,6849.56,1867.29,0,0,0,3091.28,6849.56,3532.8,6849.56,1867.29,0,0,0,3091.28,6849.56,3532.8,6849.56,1867.29,0,0,0,3091.28,6849.56
1907,3917.56,6997.52,1906.29,0,0,0,3119.34,6997.52,3917.56,6997.52,1906.29,0,0,0,3119.34,6997.52,3917.56,6997.52,1906.29,0,0,0,3119.34,6997.52,3917.56,6997.52,1906.29,0,0,0,3119.34,6997.52
1908,3747.67,7363.22,1944.39,0,0,0,3149.02,7363.22,3747.67,7363.22,1944.39,0,0,0,3149.02,7363.22,3747.67,7363.22,1944.39,0,0,0,3149.02,7363.22,3747.67,7363.22,1944.39,0,0,0,3149.02,7363.22
1909,3922.56,7145.47,1980.5,0,0,0,3172.18,7145.47,3922.56,7145.47,1980.5,0,0,0,3172.18,7145.47,3922.56,7145.47,1980.5,0,0,0,3172.18,7145.47,3922.56,7145.47,1980.5,0,0,0,3172.18,7145.47
1910,4092.45,7123.14,2013.54,0,0,0,3190.04,7123.14,4092.45,7123.14,2013.54,0,0,0,3190.04,7123.14,4092.45,7123.14,2013.54,0,0,0,3190.04,7123.14,4092.45,7123.14,2013.54,0,0,0,3190.04,7123.14
1911,4177.4,7167.81,2045.5,0,0,0,3022.82,7167.81,4177.4,7167.81,2045.5,0,0,0,3022.82,7167.81,4177.4,7167.81,2045.5,0,0,0,3022.82,7167.81,4177.4,7167.81,2045.5,0,0,0,3022.82,7167.81
1912,4392.26,7444.18,2078.88,0,0,0,2902.34,7444.18,4392.26,7444.18,2078.88,0,0,0,2902.34,7444.18,4392.26,7444.18,2078.88,0,0,0,2902.34,7444.18,4392.26,7444.18,2078.88,0,0,0,2902.34,7444.18
1913,4712.07,7681.46,2113.33,0,0,0,2805.82,7681.46,4712.07,7681.46,2113.33,0,0,0,2805.82,7681.46,4712.07,7681.46,2113.33,0,0,0,2805.82,7681.46,4712.07,7681.46,2113.33,0,0,0,2805.82,7681.46
1914,4247.35,7969,2148.38,0,0,0,2774.05,7969,4247.35,7969,2148.38,0,0,0,2774.05,7969,4247.35,7969,2148.38,0,0,0,2774.05,7969,4247.35,7969,2148.38,0,0,0,2774.05,7969
1915,4187.39,7474.88,2183.55,0,0,0,2738.95,7474.88,4187.39,7474.88,2183.55,0,0,0,2738.95,7474.88,4187.39,7474.88,2183.55,0,0,0,2738.95,7474.88,4187.39,7474.88,2183.55,0,0,0,2738.95,7474.88
1916,4502.2,7773.58,2218.53,0,0,0,2748.14,7773.58,4502.2,7773.58,2218.53,0,0,0,2748.14,7773.58,4502.2,7773.58,2218.53,0,0,0,2748.14,7773.58,4502.2,7773.58,2218.53,0,0,0,2748.14,7773.58
1917,4772.03,7675.88,2253.01,0,0,0,2760.09,7675.88,4772.03,7675.88,2253.01,0,0,0,2760.09,7675.88,4772.03,7675.88,2253.01,0,0,0,2760.09,7675.88,4772.03,7675.88,2253.01,0,0,0,2760.09,7675.88
1918,4677.09,7567.01,2286.67,0,0,0,2772.15,7567.01,4677.09,7567.01,2286.67,0,0,0,2772.15,7567.01,4677.09,7567.01,2286.67,0,0,0,2772.15,7567.01,4677.09,7567.01,2286.67,0,0,0,2772.15,7567.01
1919,4027.49,7955.04,2319.2,0,0,0,2792.92,7955.04,4027.49,7955.04,2319.2,0,0,0,2792.92,7955.04,4027.49,7955.04,2319.2,0,0,0,2792.92,7955.04,4027.49,7955.04,2319.2,0,0,0,2792.92,7955.04
1920,4657.1,8036,2350.29,0,0,0,2799.24,8036,4657.1,8036,2350.29,0,0,0,2799.24,8036,4657.1,8036,2350.29,0,0,0,2799.24,8036,4657.1,8036,2350.29,0,0,0,2799.24,8036
1921,4012.5,8477.07,2381.01,0,0,0,2939.47,8477.07,4012.5,8477.07,2381.01,0,0,0,2939.47,8477.07,4012.5,8477.07,2381.01,0,0,0,2939.47,8477.07,4012.5,8477.07,2381.01,0,0,0,2939.47,8477.07
1922,4222.37,8354.24,2412.41,0,0,0,2902.7,8354.24,4222.37,8354.24,2412.41,0,0,0,2902.7,8354.24,4222.37,8354.24,2412.41,0,0,0,2902.7,8354.24,4222.37,8354.24,2412.41,0,0,0,2902.7,8354.24
1923,4846.98,8083.45,2444.13,0,0,0,2923.45,8083.45,4846.98,8083.45,2444.13,0,0,0,2923.45,8083.45,4846.98,8083.45,2444.13,0,0,0,2923.45,8083.45,4846.98,8083.45,2444.13,0,0,0,2923.45,8083.45
1924,4812,8055.54,2477.68,0,0,0,2937.31,8055.54,4812,8055.54,2477.68,0,0,0,2937.31,8055.54,4812,8055.54,2477.68,0,0,0,2937.31,8055.54,4812,8055.54,2477.68,0,0,0,2937.31,8055.54
1925,4871.97,7282.26,2514.09,0,0,0,2942.08,7282.26,4871.97,7282.26,2514.09,0,0,0,2942.08,7282.26,4871.97,7282.26,2514.09,0,0,0,2942.08,7282.26,4871.97,7282.26,2514.09,0,0,0,2942.08,7282.26
1926,4911.94,7159.43,2552.34,0,0,0,2955.25,7159.43,4911.94,7159.43,2552.34,0,0,0,2955.25,7159.43,4911.94,7159.43,2552.34,0,0,0,2955.25,7159.43,4911.94,7159.43,2552.34,0,0,0,2955.25,7159.43
1927,5306.7,7438.59,2591.36,0,0,0,3093.8,7438.59,5306.7,7438.59,2591.36,0,0,0,3093.8,7438.59,5306.7,7438.59,2591.36,0,0,0,3093.8,7438.59,5306.7,7438.59,2591.36,0,0,0,3093.8,7438.59
1928,5321.69,7656.34,2630.11,0,0,0,3103.46,7656.34,5321.69,7656.34,2630.11,0,0,0,3103.46,7656.34,5321.69,7656.34,2630.11,0,0,0,3103.46,7656.34,5321.69,7656.34,2630.11,0,0,0,3103.46,7656.34
1929,5721.44,7689.84,2667.56,0,0,0,3198.75,7689.84,5721.44,7689.84,2667.56,0,0,0,3198.75,7689.84,5721.44,7689.84,2667.56,0,0,0,3198.75,7689.84,5721.44,7689.84,2667.56,0,0,0,3198.75,7689.84
1930,5261.72,7413.47,2702.65,0,0,0,3476.83,7413.47,5261.72,7413.47,2702.65,0,0,0,3476.83,7413.47,5261.72,7413.47,2702.65,0,0,0,3476.83,7413.47,5261.72,7413.47,2702.65,0,0,0,3476.83,7413.47
1931,4697.07,7388.34,2734.5,0,0,0,3505.79,7388.34,4697.07,7388.34,2734.5,0,0,0,3505.79,7388.34,4697.07,7388.34,2734.5,0,0,0,3505.79,7388.34,4697.07,7388.34,2734.5,0,0,0,3505.79,7388.34
1932,4232.36,7377.18,2763.04,0,0,0,3152.18,7377.18,4232.36,7377.18,2763.04,0,0,0,3152.18,7377.18,4232.36,7377.18,2763.04,0,0,0,3152.18,7377.18,4232.36,7377.18,2763.04,0,0,0,3152.18,7377.18
1933,4462.22,7689.84,2788.47,0,0,0,3138.06,7689.84,4462.22,7689.84,2788.47,0,0,0,3138.06,7689.84,4462.22,7689.84,2788.47,0,0,0,3138.06,7689.84,4462.22,7689.84,2788.47,0,0,0,3138.06,7689.84
1934,4861.97,7547.46,2811.17,0,0,0,3092.56,7547.46,4861.97,7547.46,2811.17,0,0,0,3092.56,7547.46,4861.97,7547.46,2811.17,0,0,0,3092.56,7547.46,4861.97,7547.46,2811.17,0,0,0,3092.56,7547.46
1935,5131.8,7360.43,2832.37,0,0,0,3084.22,7360.43,5131.8,7360.43,2832.37,0,0,0,3084.22,7360.43,5131.8,7360.43,2832.37,0,0,0,3084.22,7360.43,5131.8,7360.43,2832.37,0,0,0,3084.22,7360.43
1936,5646.48,7346.47,2853.55,0,0,0,3109.78,7346.47,5646.48,7346.47,2853.55,0,0,0,3109.78,7346.47,5646.48,7346.47,2853.55,0,0,0,3109.78,7346.47,5646.48,7346.47,2853.55,0,0,0,3109.78,7346.47
1937,6041.24,7181.76,2876.17,0,0,0,3025.95,7181.76,6041.24,7181.76,2876.17,0,0,0,3025.95,7181.76,6041.24,7181.76,2876.17,0,0,0,3025.95,7181.76,6041.24,7181.76,2876.17,0,0,0,3025.95,7181.76
1938,5706.45,7463.72,2901.69,0,0,0,3034.42,7463.72,5706.45,7463.72,2901.69,0,0,0,3034.42,7463.72,5706.45,7463.72,2901.69,0,0,0,3034.42,7463.72,5706.45,7463.72,2901.69,0,0,0,3034.42,7463.72
1939,5956.29,7466.51,2931.57,0,0,0,3024.96,7466.51,5956.29,7466.51,2931.57,0,0,0,3024.96,7466.51,5956.29,7466.51,2931.57,0,0,0,3024.96,7466.51,5956.29,7466.51,2931.57,0,0,0,3024.96,7466.51
1940,6490.96,7371.59,2967.27,0,0,0,2976.01,7371.59,6490.96,7371.59,2967.27,0,0,0,2976.01,7371.59,6490.96,7371.59,2967.27,0,0,0,2976.01,7371.59,6490.96,7371.59,2967.27,0,0,0,2976.01,7371.59
1941,6665.85,7726.13,3053.42,0,0,0,2912.1,7726.13,6665.85,7726.13,3053.42,0,0,0,2912.1,7726.13,6665.85,7726.13,3053.42,0,0,0,2912.1,7726.13,6665.85,7726.13,3053.42,0,0,0,2912.1,7726.13
1942,6705.82,7541.88,3221.62,0,0,0,2984.62,7541.88,6705.82,7541.88,3221.62,0,0,0,2984.62,7541.88,6705.82,7541.88,3221.62,0,0,0,2984.62,7541.88,6705.82,7541.88,3221.62,0,0,0,2984.62,7541.88
1943,6950.67,7687.04,3453.83,0,0,0,2964.11,7687.04,6950.67,7687.04,3453.83,0,0,0,2964.11,7687.04,6950.67,7687.04,3453.83,0,0,0,2964.11,7687.04,6950.67,7687.04,3453.83,0,0,0,2964.11,7687.04
1944,6910.7,7994.12,3747.5,0,0,0,2982.09,7994.12,6910.7,7994.12,3747.5,0,0,0,2982.09,7994.12,6910.7,7994.12,3747.5,0,0,0,2982.09,7994.12,6910.7,7994.12,3747.5,0,0,0,2982.09,7994.12
1945,5796.39,7896.42,4095.41,0,0,0,2985,7896.42,5796.39,7896.42,4095.41,0,0,0,2985,7896.42,5796.39,7896.42,4095.41,0,0,0,2985,7896.42,5796.39,7896.42,4095.41,0,0,0,2985,7896.42
1946,6186.15,7714.96,4472.48,0,0,0,3268.31,7714.96,6186.15,7714.96,4472.48,0,0,0,3268.31,7714.96,6186.15,7714.96,4472.48,0,0,0,3268.31,7714.96,6186.15,7714.96,4472.48,0,0,0,3268.31,7714.96
1947,6955.67,7167.81,4853.64,0,0,0,3377.1,7167.81,6955.67,7167.81,4853.64,0,0,0,3377.1,7167.81,6955.67,7167.81,4853.64,0,0,0,3377.1,7167.81,6955.67,7167.81,4853.64,0,0,0,3377.1,7167.81
1948,7340.43,7086.85,5213.82,0,0,0,3396.31,7086.85,7340.43,7086.85,5213.82,0,0,0,3396.31,7086.85,7340.43,7086.85,5213.82,0,0,0,3396.31,7086.85,7340.43,7086.85,5213.82,0,0,0,3396.31,7086.85
1949,7090.58,7661.92,5527.95,0,0,0,3423.46,7661.92,7090.58,7661.92,5527.95,0,0,0,3423.46,7661.92,7090.58,7661.92,5527.95,0,0,0,3423.46,7661.92,7090.58,7661.92,5527.95,0,0,0,3423.46,7661.92
1950,8144.93,8206.28,5770.96,0,0,0,3463.08,8206.28,8144.93,8206.28,5770.96,0,0,0,3463.08,8206.28,8144.93,8206.28,5770.96,0,0,0,3463.08,8206.28,8144.93,8206.28,5770.96,0,0,0,3463.08,8206.28
1951,8834.5,8357.03,5959.92,0,0,0,4224.45,8357.03,8834.5,8357.03,5959.92,0,0,0,4224.45,8357.03,8834.5,8357.03,5959.92,0,0,0,4224.45,8357.03,8834.5,8357.03,5959.92,0,0,0,4224.45,8357.03
1952,8974.41,8169.99,6126.05,0,0,0,4306.41,8169.99,8974.41,8169.99,6126.05,0,0,0,4306.41,8169.99,8974.41,8169.99,6126.05,0,0,0,4306.41,8169.99,8974.41,8169.99,6126.05,0,0,0,4306.41,8169.99
1953,9199.27,8415.65,6265.44,0,0,0,4286.54,8415.65,9199.27,8415.65,6265.44,0,0,0,4286.54,8415.65,9199.27,8415.65,6265.44,0,0,0,4286.54,8415.65,9199.27,8415.65,6265.44,0,0,0,4286.54,8415.65
1954,9319.2,8714.35,6383.3,0,0,0,4471.36,8714.35,9319.2,8714.35,6383.3,0,0,0,4471.36,8714.35,9319.2,8714.35,6383.3,0,0,0,4471.36,8714.35,9319.2,8714.35,6383.3,0,0,0,4471.36,8714.35
1955,10208.64,8655.73,6490.63,0,0,0,4622.89,8655.73,10208.64,8655.73,6490.63,0,0,0,4622.89,8655.73,10208.64,8655.73,6490.63,0,0,0,4622.89,8655.73,10208.64,8655.73,6490.63,0,0,0,4622.89,8655.73
1956,10883.22,8806.48,6592.22,0,0,0,4830.53,8806.48,10883.22,8806.48,6592.22,0,0,0,4830.53,8806.48,10883.22,8806.48,6592.22,0,0,0,4830.53,8806.48,10883.22,8806.48,6592.22,0,0,0,4830.53,8806.48
1957,11342.94,8471.49,6692.89,0,0,0,4936.03,8471.49,11342.94,8471.49,6692.89,0,0,0,4936.03,8471.49,11342.94,8471.49,6692.89,0,0,0,4936.03,8471.49,11342.94,8471.49,6692.89,0,0,0,4936.03,8471.49
1958,11642.75,8608.27,6797.43,0,0,0,5121.19,8608.27,11642.75,8608.27,6797.43,0,0,0,5121.19,8608.27,11642.75,8608.27,6797.43,0,0,0,5121.19,8608.27,11642.75,8608.27,6797.43,0,0,0,5121.19,8608.27
1959,12292.52,9216.84,6910.68,0,0,0,4671.05,9216.84,12292.52,9216.84,6910.68,0,0,0,4671.05,9216.84,12292.52,9216.84,6910.68,0,0,0,4671.05,9216.84,12292.52,9216.84,6910.68,0,0,0,4671.05,9216.84
1960,11150.71,9375.96,7037.44,0,0,0,4627.15,9375.96,11150.71,9375.96,7037.44,0,0,0,4627.15,9375.96,11150.71,9375.96,7037.44,0,0,0,4627.15,9375.96,11150.71,9375.96,7037.44,0,0,0,4627.15,9375.96
1961,12332.88,9297.8,7226.77,0,0,0,4829.11,9297.8,12332.88,9297.8,7226.77,0,0,0,4829.11,9297.8,12332.88,9297.8,7226.77,0,0,0,4829.11,9297.8,12332.88,9297.8,7226.77,0,0,0,4829.11,9297.8
1962,13085.81,9378.76,7513.47,0,0,0,4795.15,9378.76,13085.81,9378.76,7513.47,0,0,0,4795.15,9378.76,13085.81,9378.76,7513.47,0,0,0,4795.15,9378.76,13085.81,9378.76,7513.47,0,0,0,4795.15,9378.76
1963,13425.84,9708.16,7881.03,0,0,0,4829,9708.16,13425.84,9708.16,7881.03,0,0,0,4829,9708.16,13425.84,9708.16,7881.03,0,0,0,4829,9708.16,13425.84,9708.16,7881.03,0,0,0,4829,9708.16
1964,14193.37,9992.91,8328.49,0,0,0,4857.31,9992.91,14193.37,9992.91,8328.49,0,0,0,4857.31,9992.91,14193.37,9992.91,8328.49,0,0,0,4857.31,9992.91,14193.37,9992.91,8328.49,0,0,0,4857.31,9992.91
1965,13695.53,11101.17,8794.26,0,0,0,4906.47,11101.17,13695.53,11101.17,8794.26,0,0,0,4906.47,11101.17,13695.53,11101.17,8794.26,0,0,0,4906.47,11101.17,13695.53,11101.17,8794.26,0,0,0,4906.47,11101.17
1966,15070.76,11746.03,9330.82,0,0,0,5020.73,11746.03,15070.76,11746.03,9330.82,0,0,0,5020.73,11746.03,15070.76,11746.03,9330.82,0,0,0,5020.73,11746.03,15070.76,11746.03,9330.82,0,0,0,5020.73,11746.03
1967,16368.66,11734.87,9801.16,0,0,0,5035.97,11734.87,16368.66,11734.87,9801.16,0,0,0,5035.97,11734.87,16368.66,11734.87,9801.16,0,0,0,5035.97,11734.87,16368.66,11734.87,9801.16,0,0,0,5035.97,11734.87
1968,17773.15,11695.79,10092.58,0,0,0,4793.72,11695.79,17773.15,11695.79,10092.58,0,0,0,4793.72,11695.79,17773.15,11695.79,10092.58,0,0,0,4793.72,11695.79,17773.15,11695.79,10092.58,0,0,0,4793.72,11695.79
1969,18464.87,12019.61,10389.06,0,0,0,4806.08,12019.61,18464.87,12019.61,10389.06,0,0,0,4806.08,12019.61,18464.87,12019.61,10389.06,0,0,0,4806.08,12019.61,18464.87,12019.61,10389.06,0,0,0,4806.08,12019.61
1970,19362.78,12767.76,10662.12,0,0,0,4645.89,12767.76,19362.78,12767.76,10662.12,0,0,0,4645.89,12767.76,19362.78,12767.76,10662.12,0,0,0,4645.89,12767.76,19362.78,12767.76,10662.12,0,0,0,4645.89,12767.76
1971,22440.24,13384.7,10066.05,0,0,0,4156.04,13384.7,22440.24,13384.7,10066.05,0,0,0,4156.04,13384.7,22440.24,13384.7,10066.05,0,0,0,4156.04,13384.7,22440.24,13384.7,10066.05,0,0,0,4156.04,13384.7
1972,22001.13,14361.77,10628.45,0,0,0,4063.56,14361.77,22001.13,14361.77,10628.45,0,0,0,4063.56,14361.77,22001.13,14361.77,10628.45,0,0,0,4063.56,14361.77,22001.13,14361.77,10628.45,0,0,0,4063.56,14361.77
1973,22809.71,15997.64,10856.13,0,0,0,4009.37,15997.64,22809.71,15997.64,10856.13,0,0,0,4009.37,15997.64,22809.71,15997.64,10856.13,0,0,0,4009.37,15997.64,22809.71,15997.64,10856.13,0,0,0,4009.37,15997.64
1974,23255.86,16835.12,10668.81,0,0,0,4031.25,16835.12,23255.86,16835.12,10668.81,0,0,0,4031.25,16835.12,23255.86,16835.12,10668.81,0,0,0,4031.25,16835.12,23255.86,16835.12,10668.81,0,0,0,4031.25,16835.12
1975,22012.23,16151.18,11028.65,0,0,0,4003.5,16151.18,22012.23,16151.18,11028.65,0,0,0,4003.5,16151.18,22012.23,16151.18,11028.65,0,0,0,4003.5,16151.18,22012.23,16151.18,11028.65,0,0,0,4003.5,16151.18
1976,22257.42,15553.78,11321.9,0,0,0,4232.56,15553.78,22257.42,15553.78,11321.9,0,0,0,4232.56,15553.78,22257.42,15553.78,11321.9,0,0,0,4232.56,15553.78,22257.42,15553.78,11321.9,0,0,0,4232.56,15553.78
1977,23530.68,16028.35,11735.23,0,0,0,4245.67,16028.35,23530.68,16028.35,11735.23,0,0,0,4245.67,16028.35,23530.68,16028.35,11735.23,0,0,0,4245.67,16028.35,23530.68,16028.35,11735.23,0,0,0,4245.67,16028.35
1978,23541.45,15955.77,11887.82,0,0,0,4231.63,15955.77,23541.45,15955.77,11887.82,0,0,0,4231.63,15955.77,23541.45,15955.77,11887.82,0,0,0,4231.63,15955.77,23541.45,15955.77,11887.82,0,0,0,4231.63,15955.77
1979,27358.29,15941.81,12585.36,0,0,0,4132.06,15941.81,27358.29,15941.81,12585.36,0,0,0,4132.06,15941.81,27358.29,15941.81,12585.36,0,0,0,4132.06,15941.81,27358.29,15941.81,12585.36,0,0,0,4132.06,15941.81
1980,26228.91,15428.16,12681.65,0,0,0,3978.75,15428.16,26228.91,15428.16,12681.65,0,0,0,3978.75,15428.16,26228.91,15428.16,12681.65,0,0,0,3978.75,15428.16,26228.91,15428.16,12681.65,0,0,0,3978.75,15428.16
1981,26019.1,14967.54,12287.2,0,0,0,4055.02,14967.54,26019.1,14967.54,12287.2,0,0,0,4055.02,14967.54,26019.1,14967.54,12287.2,0,0,0,4055.02,14967.54,26019.1,14967.54,12287.2,0,0,0,4055.02,14967.54
1982,25524.74,14922.88,12785.08,0,0,0,4619.86,14922.88,25524.74,14922.88,12785.08,0,0,0,4619.86,14922.88,25524.74,14922.88,12785.08,0,0,0,4619.86,14922.88,25524.74,14922.88,12785.08,0,0,0,4619.86,14922.88
1983,25686.88,15151.79,12960.92,0,0,0,4756.14,15151.79,25686.88,15151.79,12960.92,0,0,0,4756.14,15151.79,25686.88,15151.79,12960.92,0,0,0,4756.14,15151.79,25686.88,15151.79,12960.92,0,0,0,4756.14,15151.79
1984,25507.94,15140.62,12657.84,0,0,0,4890.28,15140.62,25507.94,15140.62,12657.84,0,0,0,4890.28,15140.62,25507.94,15140.62,12657.84,0,0,0,4890.28,15140.62,25507.94,15140.62,12657.84,0,0,0,4890.28,15140.62
1985,26706.28,15176.91,12601.79,0,0,0,4949.51,15176.91,26706.28,15176.91,12601.79,0,0,0,4949.51,15176.91,26706.28,15176.91,12601.79,0,0,0,4949.51,15176.91,26706.28,15176.91,12601.79,0,0,0,4949.51,15176.91
1986,28503.88,14610.22,12697.99,0,0,0,4995.52,14610.22,28503.88,14610.22,12697.99,0,0,0,4995.52,14610.22,28503.88,14610.22,12697.99,0,0,0,4995.52,14610.22,28503.88,14610.22,12697.99,0,0,0,4995.52,14610.22
1987,30177.16,14412.01,13400.52,0,0,0,5021.94,14412.01,30177.16,14412.01,13400.52,0,0,0,5021.94,14412.01,30177.16,14412.01,13400.52,0,0,0,5021.94,14412.01,30177.16,14412.01,13400.52,0,0,0,5021.94,14412.01
1988,29834.79,14185.89,12935.08,0,0,0,5110.1,14185.89,29834.79,14185.89,12935.08,0,0,0,5110.1,14185.89,29834.79,14185.89,12935.08,0,0,0,5110.1,14185.89,29834.79,14185.89,12935.08,0,0,0,5110.1,14185.89
1989,30011.95,14682.8,13165.91,0,0,0,5136.95,14682.8,30011.95,14682.8,13165.91,0,0,0,5136.95,14682.8,30011.95,14682.8,13165.91,0,0,0,5136.95,14682.8,30011.95,14682.8,13165.91,0,0,0,5136.95,14682.8
1990,32891.01,15402.31,13631.07,0,0,0,5122.91,15402.31,32891.01,15402.31,13631.07,0,0,0,5122.91,15402.31,32891.01,15402.31,13631.07,0,0,0,5122.91,15402.31,32891.01,15402.31,13631.07,0,0,0,5122.91,15402.31
1991,33619.74,15726.7,13232.17,0,0,0,5234.61,15726.7,33619.74,15726.7,13232.17,0,0,0,5234.61,15726.7,33619.74,15726.7,13232.17,0,0,0,5234.61,15726.7,33619.74,15726.7,13232.17,0,0,0,5234.61,15726.7
