Year,CO2-BAU,CH4-BAU,N2O-BAU,HFC-BAU,PFC-BAU,SF6-BAU,CO2B-BAU,CH4B-BAU,CO2-S1,CH4-S1,N2O-S1,HFC-S1,PFC-S1,SF6-S1,CO2B-S1,CH4B-S1,CO2-S2,CH4-S2,N2O-S2,HFC-S2,PFC-S2,SF6-S2,CO2B-S2,CH4B-S2,CO2-S3,CH4-S3,N2O-S3,HFC-S3,PFC-S3,SF6-S3,CO2B-S3,CH4B-S3
1768,14.99,95.41,27.02,0,0,0,62.15,95.41,14.99,95.41,27.02,0,0,0,62.15,95.41,14.99,95.41,27.02,0,0,0,62.15,95.41,14.99,95.41,27.02,0,0,0,62.15,95.41
1769,14.99,111.02,35.86,0,0,0,82.87,111.02,14.99,111.02,35.86,0,0,0,82.87,111.02,14.99,111.02,35.86,0,0,0,82.87,111.02,14.99,111.02,35.86,0,0,0,82.87,111.02
1770,14.99,126.68,44.71,0,0,0,103.59,126.68,14.99,126.68,44.71,0,0,0,103.59,126.68,14.99,126.68,44.71,0,0,0,103.59,126.68,14.99,126.68,44.71,0,0,0,103.59,126.68
1771,19.99,142.39,53.56,0,0,0,124.3,142.39,19.99,142.39,53.56,0,0,0,124.3,142.39,19.99,142.39,53.56,0,0,0,124.3,142.39,19.99,142.39,53.56,0,0,0,124.3,142.39
1772,19.99,158.16,62.41,0,0,0,145.02,158.16,19.99,158.16,62.41,0,0,0,145.02,158.16,19.99,158.16,62.41,0,0,0,145.02,158.16,19.99,158.16,62.41,0,0,0,145.02,158.16
1773,19.99,173.98,71.26,0,0,0,165.74,173.98,19.99,173.98,71.26,0,0,0,165.74,173.98,19.99,173.98,71.26,0,0,0,165.74,173.98,19.99,173.98,71.26,0,0,0,165.74,173.98
1774,19.99,189.86,80.11,0,0,0,186.46,189.86,19.99,189.86,80.11,0,0,0,186.46,189.86,19.99,189.86,80.11,0,0,0,186.46,189.86,19.99,189.86,80.11,0,0,0,186.46,189.86
1775,19.99,205.8,88.96,0,0,0,207.17,205.8,19.99,205.8,88.96,0,0,0,207.17,205.8,19.99,205.8,88.96,0,0,0,207.17,205.8,19.99,205.8,88.96,0,0,0,207.17,205.8
1776,19.99,221.8,97.81,0,0,0,227.89,221.8,19.99,221.8,97.81,0,0,0,227.89,221.8,19.99,221.8,97.81,0,0,0,227.89,221.8,19.99,221.8,97.81,0,0,0,227.89,221.8
1777,19.99,237.86,106.66,0,0,0,248.61,237.86,19.99,237.86,106.66,0,0,0,248.61,237.86,19.99,237.86,106.66,0,0,0,248.61,237.86,19.99,237.86,106.66,0,0,0,248.61,237.86
1778,19.99,253.99,115.51,0,0,0,269.33,253.99,19.99,253.99,115.51,0,0,0,269.33,253.99,19.99,253.99,115.51,0,0,0,269.33,253.99,19.99,253.99,115.51,0,0,0,269.33,253.99
1779,19.99,270.19,124.36,0,0,0,290.04,270.19,19.99,270.19,124.36,0,0,0,290.04,270.19,19.99,270.19,124.36,0,0,0,290.04,270.19,19.99,270.19,124.36,0,0,0,290.04,270.19
1780,19.99,286.45,133.22,0,0,0,310.76,286.45,19.99,286.45,133.22,0,0,0,310.76,286.45,19.99,286.45,133.22,0,0,0,310.76,286.45,19.99,286.45,133.22,0,0,0,310.76,286.45
1781,24.98,302.79,142.07,0,0,0,331.48,302.79,24.98,302.79,142.07,0,0,0,331.48,302.79,24.98,302.79,142.07,0,0,0,331.48,302.79,24.98,302.79,142.07,0,0,0,331.48,302.79
1782,24.98,319.2,150.93,0,0,0,352.2,319.2,24.98,319.2,150.93,0,0,0,352.2,319.2,24.98,319.2,150.93,0,0,0,352.2,319.2,24.98,319.2,150.93,0,0,0,352.2,319.2
1783,24.98,335.69,159.78,0,0,0,372.91,335.69,24.98,335.69,159.78,0,0,0,372.91,335.69,24.98,335.69,159.78,0,0,0,372.91,335.69,24.98,335.69,159.78,0,0,0,372.91,335.69
1784,24.98,352.26,168.64,0,0,0,393.63,352.26,24.98,352.26,168.64,0,0,0,393.63,352.26,24.98,352.26,168.64,0,0,0,393.63,352.26,24.98,352.26,168.64,0,0,0,393.63,352.26
1785,24.98,368.9,177.5,0,0,0,414.35,368.9,24.98,368.9,177.5,0,0,0,414.35,368.9,24.98,368.9,177.5,0,0,0,414.35,368.9,24.98,368.9,177.5,0,0,0,414.35,368.9
1786,24.98,385.64,186.35,0,0,0,435.07,385.64,24.98,385.64,186.35,0,0,0,435.07,385.64,24.98,385.64,186.35,0,0,0,435.07,385.64,24.98,385.64,186.35,0,0,0,435.07,385.64
1787,24.98,402.45,195.21,0,0,0,455.78,402.45,24.98,402.45,195.21,0,0,0,455.78,402.45,24.98,402.45,195.21,0,0,0,455.78,402.45,24.98,402.45,195.21,0,0,0,455.78,402.45
1788,24.98,419.36,204.07,0,0,0,476.5,419.36,24.98,419.36,204.07,0,0,0,476.5,419.36,24.98,419.36,204.07,0,0,0,476.5,419.36,24.98,419.36,204.07,0,0,0,476.5,419.36
1789,24.98,436.35,212.93,0,0,0,497.22,436.35,24.98,436.35,212.93,0,0,0,497.22,436.35,24.98,436.35,212.93,0,0,0,497.22,436.35,24.98,436.35,212.93,0,0,0,497.22,436.35
